@relation 'participant_frames-weka.filters.unsupervised.attribute.Remove-R11,14-weka.filters.unsupervised.attribute.NumericToNominal-R3-weka.filters.unsupervised.attribute.NumericToNominal-R13'

@attribute pos_x numeric
@attribute pos_y numeric
@attribute win {0,1}
@attribute creepScore numeric
@attribute currentGold numeric
@attribute dominionScore numeric
@attribute experience numeric
@attribute goldEarned numeric
@attribute level numeric
@attribute neutralMinionsKilled numeric
@attribute teamScore numeric
@attribute timestamp numeric
@attribute match_id {2756265176,2757139247,2757164302,2757334493,2757344038,2757414373,2757417224,2757609008,2757642400,2758041096,2758738837,2759000499,2759024018,2759132098,2759257697,2759613856,2760780298,2760805828,2760983874,2761203040,2761508815,2761535163,2761581064,2762055944,2762618574,2762672413,2762809550,2762963668,2762970456,2763075278,2763080214,2763103230,2763311679,2763479458,2763723582,2763729769,2764594237,2764635104,2765037739,2765041388,2765190575,2765204302,2765274654,2766198879,2766200653,2766207237,2766245793,2766277226,2766317613,2766512763,2766636847,2766642876,2766660805,2767165103,2767223252,2767314058,2767661638,2767929394,2767953131,2768692833,2768712962,2768730195,2768840944,2768846775,2769543405,2769947436,2773183952,2773245307,2773281606,2773350542,2773785286,2773796546,2774329014,2774345053,2774503426,2775672587,2776231566,2776236159,2776372004,2776479368,2776625098,2777096611,2777113081,2777223671,2777227606,2779807654,2780058562,2780207203,2780486208,2780499000,2780514036,2781020595,2781047893,2781080620,2781359891,2781861999,2781987720,2782092079,2782971556,2842707542}

@data
5411,5867,0,77,2323,0,16152,12728,16,0,0,1020.399,2776625098
5168,5125,0,13,1310,0,13518,9360,15,0,0,1020.399,2776625098
8781,7931,0,17,4,0,14351,11974,15,0,0,1020.399,2776625098
5451,5970,0,53,338,0,15039,11088,16,0,0,1020.399,2776625098
8169,7387,0,33,1401,0,16421,11851,16,0,0,1020.399,2776625098
5658,5754,1,22,279,0,13573,10079,15,0,0,1020.399,2776625098
9237,9692,1,14,64,0,12763,10809,14,0,0,1020.399,2776625098
6956,6897,1,8,392,0,14330,10982,15,0,0,1020.399,2776625098
7199,6772,1,91,777,0,17427,15377,17,0,0,1020.399,2776625098
1799,1301,0,77,523,0,17575,13353,17,0,0,1080.43,2776625098
2260,1799,0,13,1815,0,14360,9865,15,0,0,1080.43,2776625098
3157,2259,0,18,651,0,15173,12621,16,0,0,1080.43,2776625098
1370,1242,0,53,1478,0,17001,12228,17,0,0,1080.43,2776625098
1350,1166,0,34,748,0,17887,12448,17,0,0,1080.43,2776625098
11500,11081,1,23,208,0,15201,10608,16,0,0,1080.43,2776625098
1622,1145,1,14,882,0,14656,11627,15,0,0,1080.43,2776625098
1775,1420,1,8,922,0,15464,11512,16,0,0,1080.43,2776625098
914,1191,1,97,2158,0,20229,16758,18,0,0,1080.43,2776625098
1103,1180,1,0,1400,0,0,1400,1,0,0,0.041,2776479368
1103,960,0,0,1400,0,0,1400,1,0,0,0.041,2776479368
894,892,0,0,1400,0,0,1400,1,0,0,0.041,2776479368
764,1070,0,0,1400,0,0,1400,1,0,0,0.041,2776479368
854,1248,0,0,1400,0,0,1400,1,0,0,0.041,2776479368
12006,11716,0,0,1400,0,0,1400,1,0,0,0.041,2776479368
12006,11496,1,0,1400,0,0,1400,1,0,0,0.041,2776479368
11797,11428,1,0,1400,0,0,1400,1,0,0,0.041,2776479368
11667,11606,1,0,1400,0,0,1400,1,0,0,0.041,2776479368
5128,5321,1,0,2,0,300,1402,3,0,0,60.069,2776479368
5047,5358,0,0,2,0,300,1402,3,0,0,60.069,2776479368
5291,5223,0,0,2,0,300,1402,3,0,0,60.069,2776479368
5099,4975,0,0,2,0,300,1402,3,0,0,60.069,2776479368
5794,5023,0,0,2,0,300,1402,3,0,0,60.069,2776479368
6461,5717,0,0,102,0,300,1402,3,0,0,60.069,2776479368
5616,6342,1,0,2,0,300,1402,3,0,0,60.069,2776479368
6532,6075,1,0,2,0,300,1402,3,0,0,60.069,2776479368
6703,6011,1,0,2,0,300,1402,3,0,0,60.069,2776479368
5635,5495,1,3,461,0,766,1861,3,0,0,120.099,2776479368
5373,5564,0,0,427,0,777,1827,3,0,0,120.099,2776479368
5827,5386,0,1,419,0,777,1819,3,0,0,120.099,2776479368
5764,5562,0,1,439,0,777,1839,3,0,0,120.099,2776479368
6142,5639,0,4,709,0,777,2109,3,0,0,120.099,2776479368
6424,6301,0,1,520,0,796,1820,3,0,0,120.099,2776479368
5891,6064,1,0,402,0,796,1802,3,0,0,120.099,2776479368
6348,5650,1,1,414,0,796,1814,3,0,0,120.099,2776479368
6946,6189,1,5,491,0,787,1891,3,0,0,120.099,2776479368
4614,4443,1,3,895,0,1314,2295,4,0,0,180.128,2776479368
5324,5167,0,4,175,0,1280,2445,4,0,0,180.128,2776479368
4841,4428,0,2,849,0,1336,2249,4,0,0,180.128,2776479368
4427,4713,0,5,931,0,1325,2331,4,0,0,180.128,2776479368
4335,5139,0,5,1163,0,1347,2563,4,0,0,180.128,2776479368
4972,5788,0,3,234,0,1191,2234,4,0,0,180.128,2776479368
4625,5522,1,0,842,0,1431,2242,4,0,0,180.128,2776479368
4652,4799,1,1,944,0,1431,2344,4,0,0,180.128,2776479368
5422,4732,1,14,1256,0,1421,2656,4,0,0,180.128,2776479368
5287,4891,1,3,1459,0,2022,2859,5,0,0,240.157,2776479368
5965,5398,0,7,769,0,1859,2954,5,0,0,240.157,2776479368
5268,5249,0,3,1365,0,2042,2765,5,0,0,240.157,2776479368
5217,5220,0,7,261,0,2069,3011,5,0,0,240.157,2776479368
5153,4879,0,8,2070,0,2085,3470,5,0,0,240.157,2776479368
8752,8314,0,3,309,0,1598,2609,4,0,0,240.157,2776479368
6361,6232,1,0,1322,0,1998,2722,5,0,0,240.157,2776479368
5297,6211,1,4,584,0,2010,2784,5,0,0,240.157,2776479368
6247,6481,1,16,646,0,2000,3271,5,0,0,240.157,2776479368
5576,5659,1,4,577,0,2676,3477,6,0,0,300.186,2776479368
5920,5022,0,9,1463,0,2784,3648,6,0,0,300.186,2776479368
5631,5499,0,4,1912,0,2942,3312,6,0,0,300.186,2776479368
5958,5051,0,12,-22,0,2838,3928,6,0,0,300.186,2776479368
5646,5664,0,8,690,0,2571,3890,6,0,0,300.186,2776479368
6871,6997,0,4,115,0,2177,3265,5,0,0,300.186,2776479368
6364,5447,1,0,762,0,2660,3362,6,0,0,300.186,2776479368
5791,6347,1,6,1181,0,2923,3381,6,0,0,300.186,2776479368
6623,6245,1,22,1381,0,2807,4006,6,0,0,300.186,2776479368
5580,5267,1,5,997,0,3261,3897,7,0,0,360.215,2776479368
5864,5333,0,11,1925,0,3369,4110,7,0,0,360.215,2776479368
5348,5305,0,4,2317,0,3527,3717,7,0,0,360.215,2776479368
5476,5086,0,16,405,0,3288,4355,7,0,0,360.215,2776479368
5535,5305,0,12,1153,0,3156,4353,6,0,0,360.215,2776479368
6724,6028,0,8,581,0,2831,3731,6,0,0,360.215,2776479368
6275,5834,1,1,370,0,3164,3770,6,0,0,360.215,2776479368
5215,6155,1,7,1606,0,3524,3806,7,0,0,360.215,2776479368
7367,6635,1,29,1937,0,3408,4562,7,0,0,360.215,2776479368
5381,5075,1,7,1456,0,3910,4356,7,0,0,420.244,2776479368
5411,5029,0,15,2410,0,3997,4595,7,0,0,420.244,2776479368
4814,5076,0,4,102,0,4034,4102,7,0,0,420.244,2776479368
6595,6739,0,21,-52,0,3937,5031,7,0,0,420.244,2776479368
4764,5254,0,12,1588,0,3805,4788,7,0,0,420.244,2776479368
6710,6056,0,13,1097,0,3685,4247,7,0,0,420.244,2776479368
5551,6296,1,4,1012,0,4019,4412,7,0,0,420.244,2776479368
5757,6238,1,11,2166,0,4379,4366,8,0,0,420.244,2776479368
6538,5913,1,31,2589,0,4262,5214,8,0,0,420.244,2776479368
4766,5242,1,11,382,0,5003,4882,8,0,0,480.273,2776479368
5130,4905,0,20,422,0,5090,5322,9,0,0,480.273,2776479368
3182,2635,0,5,184,0,4935,4619,8,0,0,480.273,2776479368
5436,5172,0,21,128,0,4561,5561,8,0,0,480.273,2776479368
3762,3539,0,13,290,0,4610,5590,8,0,0,480.273,2776479368
5972,6426,0,15,503,0,4294,4838,8,0,0,480.273,2776479368
5833,5080,1,7,963,0,5352,5163,9,0,0,480.273,2776479368
11354,11454,1,11,763,0,5005,5013,8,0,0,480.273,2776479368
6263,5798,1,35,3392,0,5349,6017,9,0,0,480.273,2776479368
4770,5080,1,13,910,0,5810,5410,9,0,0,540.302,2776479368
6299,6423,0,21,914,0,5897,5814,9,0,0,540.302,2776479368
5127,4845,0,6,666,0,5702,5101,9,0,0,540.302,2776479368
6638,6577,0,26,905,0,5345,6338,9,0,0,540.302,2776479368
5906,5662,0,14,936,0,5371,6236,9,0,0,540.302,2776479368
5575,6277,0,17,996,0,5193,5331,9,0,0,540.302,2776479368
5987,5264,1,7,454,0,6082,5654,9,0,0,540.302,2776479368
5713,5679,1,13,407,0,5523,5607,9,0,0,540.302,2776479368
7219,6881,1,39,3947,0,6154,6572,10,0,0,540.302,2776479368
4976,4759,1,16,1459,0,6684,5959,10,0,0,600.331,2776479368
4648,5436,0,24,975,0,6397,6310,10,0,0,600.331,2776479368
5755,5037,0,9,1211,0,6777,5646,10,0,0,600.331,2776479368
5355,5561,0,31,378,0,6172,7011,10,0,0,600.331,2776479368
5625,5376,0,14,571,0,5968,6671,9,0,0,600.331,2776479368
6613,5636,0,18,690,0,5935,5890,9,0,0,600.331,2776479368
6350,5644,1,8,980,0,7302,6180,11,0,0,600.331,2776479368
5885,5970,1,21,1356,0,6817,6556,10,0,0,600.331,2776479368
6221,5798,1,41,642,0,7075,7142,10,0,0,600.331,2776479368
7143,6933,1,18,677,0,7659,6712,11,0,0,660.364,2776479368
6932,7113,0,29,1610,0,7634,6945,11,0,0,660.364,2776479368
5537,4951,0,9,171,0,7497,6271,11,0,0,660.364,2776479368
8580,7788,0,35,135,0,7225,7618,10,0,0,660.364,2776479368
7516,6805,0,17,1577,0,7663,7677,11,0,0,660.364,2776479368
8136,8301,0,18,658,0,6923,6293,10,0,0,660.364,2776479368
6152,5940,1,9,98,0,8182,6648,11,0,0,660.364,2776479368
5501,5115,1,22,270,0,7774,7070,11,0,0,660.364,2776479368
8721,7720,1,47,1600,0,8228,8100,11,0,0,660.364,2776479368
4595,4837,1,21,1121,0,8540,7156,11,0,0,720.374,2776479368
4591,4585,0,36,2129,0,8515,7464,11,0,0,720.374,2776479368
929,995,0,9,501,0,7799,6601,11,0,0,720.374,2776479368
936,1060,0,35,465,0,7527,7948,11,0,0,720.374,2776479368
4605,4239,0,20,1992,0,8346,8092,11,0,0,720.374,2776479368
5810,4833,0,22,1139,0,7744,6774,11,0,0,720.374,2776479368
5823,4904,1,11,520,0,8829,7070,12,0,0,720.374,2776479368
6045,5517,1,22,650,0,8304,7450,11,0,0,720.374,2776479368
5792,5370,1,54,2140,0,9090,8640,12,0,0,720.374,2776479368
529,1095,1,22,1513,0,9145,7548,12,0,0,780.402,2776479368
1505,1642,0,36,2504,0,9601,7839,12,0,0,780.402,2776479368
929,995,0,9,871,0,8352,6971,11,0,0,780.402,2776479368
936,1060,0,35,835,0,8125,8318,11,0,0,780.402,2776479368
6604,6952,0,27,432,0,9410,8632,12,0,0,780.402,2776479368
2427,1714,0,22,2344,0,9064,7979,12,0,0,780.402,2776479368
2177,1663,1,16,1711,0,10188,8261,13,0,0,780.402,2776479368
1063,997,1,26,1986,0,9621,8786,12,0,0,780.402,2776479368
1554,2276,1,55,3549,0,10795,10049,13,0,0,780.402,2776479368
0,0,1,22,1691,0,9258,7726,12,0,0,840.402,2776479368
0,0,0,36,2862,0,9973,8197,13,0,0,840.402,2776479368
0,0,0,9,1049,0,8796,7149,12,0,0,840.402,2776479368
0,0,0,35,1163,0,8576,8496,11,0,0,840.402,2776479368
0,0,0,31,725,0,10022,8925,13,0,0,840.402,2776479368
0,0,0,22,2517,0,9254,8152,12,0,0,840.402,2776479368
0,0,1,17,1851,0,10379,8401,13,0,0,840.402,2776479368
0,0,1,26,205,0,9728,8905,12,0,0,840.402,2776479368
0,0,1,55,3667,0,10903,10167,13,0,0,840.402,2776479368
1103,1180,1,0,1400,0,0,1400,1,0,0,0.045,2776372004
1103,960,0,0,1400,0,0,1400,1,0,0,0.045,2776372004
894,892,1,0,1400,0,0,1400,1,0,0,0.045,2776372004
764,1070,1,0,1400,0,0,1400,1,0,0,0.045,2776372004
854,1248,1,0,1400,0,0,1400,1,0,0,0.045,2776372004
12006,11716,0,0,1400,0,0,1400,1,0,0,0.045,2776372004
12006,11496,0,0,1400,0,0,1400,1,0,0,0.045,2776372004
11797,11428,0,0,1400,0,0,1400,1,0,0,0.045,2776372004
11667,11606,0,0,1400,0,0,1400,1,0,0,0.045,2776372004
6836,6536,1,0,22,0,331,1422,3,0,0,60.076,2776372004
7089,6657,0,0,392,0,331,1642,3,0,0,60.076,2776372004
6602,7101,1,0,22,0,331,1422,3,0,0,60.076,2776372004
6496,6592,1,0,42,0,331,1442,3,0,0,60.076,2776372004
6429,7094,1,0,152,0,331,1402,3,0,0,60.076,2776372004
7543,8059,0,0,2,0,303,1402,3,0,0,60.076,2776372004
7577,7455,0,0,152,0,303,1402,3,0,0,60.076,2776372004
11859,11595,0,0,1402,0,303,1402,3,0,0,60.076,2776372004
7505,7550,0,0,2,0,303,1402,3,0,0,60.076,2776372004
6861,6739,1,2,464,0,841,1864,3,0,0,120.106,2776372004
7602,6614,0,4,864,0,841,2114,3,0,0,120.106,2776372004
6509,7074,1,4,485,0,841,1885,3,0,0,120.106,2776372004
6713,7061,1,0,457,0,841,1857,3,0,0,120.106,2776372004
6650,7505,1,2,594,0,841,1844,3,0,0,120.106,2776372004
7625,8354,0,2,392,0,795,1842,3,0,0,120.106,2776372004
8104,7932,0,1,559,0,848,1809,3,0,0,120.106,2776372004
11859,11595,0,0,1732,0,616,1732,3,0,0,120.106,2776372004
7575,7335,0,2,427,0,848,1827,3,0,0,120.106,2776372004
7252,6910,1,2,869,0,1380,2269,4,0,0,180.135,2776372004
7736,6771,0,6,391,0,1273,2516,4,0,0,180.135,2776372004
7371,7148,1,5,902,0,1380,2302,4,0,0,180.135,2776372004
7186,7048,1,6,965,0,1380,2365,4,0,0,180.135,2776372004
7705,6847,1,2,999,0,1380,2249,4,0,0,180.135,2776372004
7660,8477,0,3,847,0,1448,2297,4,0,0,180.135,2776372004
7954,8111,0,5,1070,0,1470,2320,4,0,0,180.135,2776372004
11859,11595,0,0,2082,0,931,2082,3,0,0,180.135,2776372004
7695,7921,0,5,964,0,1582,2364,4,0,0,180.135,2776372004
5198,5172,1,2,1356,0,2022,2756,5,0,0,240.165,2776372004
5242,5209,0,7,285,0,1856,3085,5,0,0,240.165,2776372004
936,1060,1,7,1679,0,1950,3079,5,0,0,240.165,2776372004
6058,5766,1,6,1642,0,2117,3042,5,0,0,240.165,2776372004
850,1036,1,4,1435,0,1950,2685,5,0,0,240.165,2776372004
6100,6066,0,6,455,0,2309,2855,5,0,0,240.165,2776372004
11483,11393,0,7,12,0,2458,2862,6,0,0,240.165,2776372004
11859,11595,0,0,2482,0,1246,2482,4,0,0,240.165,2776372004
6226,5953,0,6,673,0,2564,3073,6,0,0,240.165,2776372004
7252,6703,1,5,632,0,2838,3282,6,0,0,300.172,2776372004
7225,6361,0,17,1008,0,2957,3808,6,0,0,300.172,2776372004
6396,6278,1,11,640,0,2880,3640,6,0,0,300.172,2776372004
7271,6966,1,7,1164,0,2886,4014,6,0,0,300.172,2776372004
7409,6977,1,7,1301,0,2793,3271,6,0,0,300.172,2776372004
6876,6699,0,10,1078,0,3136,3478,6,0,0,300.172,2776372004
7364,6891,0,9,413,0,3014,3263,6,0,0,300.172,2776372004
11859,11595,0,0,2812,0,1561,2812,4,0,0,300.172,2776372004
6905,6925,0,9,1141,0,3274,3541,7,0,0,300.172,2776372004
8977,8473,1,11,1502,0,3674,4152,7,0,0,360.201,2776372004
10106,8842,0,18,870,0,3706,4720,7,0,0,360.201,2776372004
7771,7084,1,16,1597,0,3629,4597,7,0,0,360.201,2776372004
936,1060,1,8,517,0,3635,4800,7,0,0,360.201,2776372004
9434,9390,1,7,2057,0,3542,4027,7,0,0,360.201,2776372004
7922,7339,0,11,702,0,3913,3952,7,0,0,360.201,2776372004
9413,9432,0,9,735,0,3675,3885,7,0,0,360.201,2776372004
11859,11595,0,0,3222,0,1876,3222,5,0,0,360.201,2776372004
9184,8515,0,12,1095,0,4374,4545,8,0,0,360.201,2776372004
9432,8772,1,16,528,0,4703,4728,8,0,0,420.228,2776372004
9365,8508,0,20,389,0,4409,5139,8,0,0,420.228,2776372004
8704,8890,1,22,2361,0,4658,5361,8,0,0,420.228,2776372004
8862,8645,1,13,843,0,4532,5476,8,0,0,420.228,2776372004
6632,6883,1,7,147,0,3974,4397,7,0,0,420.228,2776372004
9780,9871,0,14,660,0,4556,4360,8,0,0,420.228,2776372004
9348,9077,0,15,1248,0,4787,4398,8,0,0,420.228,2776372004
11859,11595,0,0,3552,0,2191,3552,5,0,0,420.228,2776372004
9936,9217,0,20,1590,0,5190,5040,9,0,0,420.228,2776372004
6589,7241,1,16,183,0,5288,5183,9,0,0,480.258,2776372004
7031,6601,0,20,444,0,5080,5794,9,0,0,480.258,2776372004
8933,9787,1,28,3136,0,5679,6136,9,0,0,480.258,2776372004
6429,7293,1,13,628,0,5117,6011,9,0,0,480.258,2776372004
9380,10099,1,7,822,0,5108,5072,9,0,0,480.258,2776372004
9283,9302,0,16,828,0,6000,5328,9,0,0,480.258,2776372004
8913,9323,0,23,2285,0,6771,5435,10,0,0,480.258,2776372004
11859,11595,0,0,4032,0,2506,4032,6,0,0,480.258,2776372004
9712,9312,0,20,540,0,6014,5790,9,0,0,480.258,2776372004
10215,9759,1,19,767,0,6902,5767,10,0,0,540.287,2776372004
6826,6409,0,20,161,0,5810,6344,9,0,0,540.287,2776372004
9569,9840,1,30,635,0,6458,6735,10,0,0,540.287,2776372004
1638,1529,1,13,308,0,6077,6791,9,0,0,540.287,2776372004
9342,9679,1,7,357,0,5663,5457,9,0,0,540.287,2776372004
9169,8247,0,17,385,0,6751,5785,10,0,0,540.287,2776372004
10623,9797,0,26,2836,0,7778,5986,11,0,0,540.287,2776372004
11859,11595,0,0,3292,0,2811,4392,6,0,0,540.287,2776372004
10758,9190,0,24,1286,0,7302,6536,11,0,0,540.287,2776372004
9797,9820,1,19,323,0,7546,6223,11,0,0,600.317,2776372004
10984,9040,0,20,1092,0,7207,7275,10,0,0,600.317,2776372004
8135,8973,1,36,1671,0,7891,7771,11,0,0,600.317,2776372004
9388,10783,1,14,1149,0,7359,7632,11,0,0,600.317,2776372004
10092,10635,1,9,1066,0,7205,6166,10,0,0,600.317,2776372004
8716,9471,0,17,380,0,7577,6215,11,0,0,600.317,2776372004
10323,10927,0,32,904,0,8849,6554,12,0,0,600.317,2776372004
11142,9985,0,0,394,0,4144,4894,8,0,0,600.317,2776372004
11183,10454,0,26,270,0,8175,7020,11,0,0,600.317,2776372004
4306,3679,1,22,130,0,8565,6830,11,0,0,660.323,2776372004
7455,6747,0,20,396,0,7947,7829,11,0,0,660.323,2776372004
6887,6916,1,36,2358,0,8631,8458,12,0,0,660.323,2776372004
6914,6332,1,14,581,0,8173,8364,11,0,0,660.323,2776372004
7983,8677,1,9,575,0,8019,6725,11,0,0,660.323,2776372004
7958,7258,0,25,1084,0,8464,6919,11,0,0,660.323,2776372004
7848,7350,0,32,546,0,9573,6996,12,0,0,660.323,2776372004
7785,8116,0,0,459,0,5547,5309,9,0,0,660.323,2776372004
7824,8758,0,28,939,0,9519,7689,12,0,0,660.323,2776372004
11638,10566,1,24,858,0,10114,7558,13,0,0,720.353,2776372004
1935,1635,0,21,190,0,9384,8773,12,0,0,720.353,2776372004
10431,10134,1,43,3624,0,10608,9724,13,0,0,720.353,2776372004
3333,2749,1,14,152,0,9344,9035,12,0,0,720.353,2776372004
10483,10409,1,11,1578,0,9929,7728,12,0,0,720.353,2776372004
10147,9365,0,25,704,0,9626,7439,12,0,0,720.353,2776372004
11577,10527,0,34,1021,0,10239,7471,13,0,0,720.353,2776372004
10921,9709,0,0,454,0,6245,5754,10,0,0,720.353,2776372004
10146,10713,0,30,493,0,10224,8293,13,0,0,720.353,2776372004
0,0,1,24,1111,0,11151,7811,13,0,0,780.353,2776372004
0,0,0,21,373,0,9686,8956,12,0,0,780.353,2776372004
0,0,1,45,4050,0,11318,10150,13,0,0,780.353,2776372004
0,0,1,14,515,0,9647,9398,12,0,0,780.353,2776372004
0,0,1,11,541,0,10305,7991,13,0,0,780.353,2776372004
0,0,0,25,847,0,9756,7582,12,0,0,780.353,2776372004
0,0,0,35,1240,0,10776,7690,13,0,0,780.353,2776372004
0,0,0,0,597,0,6375,5897,10,0,0,780.353,2776372004
0,0,0,32,715,0,10720,8515,13,0,0,780.353,2776372004
1103,1180,1,0,1400,0,0,1400,1,0,0,0.039,2776236159
1103,960,0,0,1400,0,0,1400,1,0,0,0.039,2776236159
894,892,0,0,1400,0,0,1400,1,0,0,0.039,2776236159
764,1070,0,0,1400,0,0,1400,1,0,0,0.039,2776236159
854,1248,0,0,1400,0,0,1400,1,0,0,0.039,2776236159
12006,11716,0,0,1400,0,0,1400,1,0,0,0.039,2776236159
12006,11496,1,0,1400,0,0,1400,1,0,0,0.039,2776236159
11797,11428,1,0,1400,0,0,1400,1,0,0,0.039,2776236159
11667,11606,1,0,1400,0,0,1400,1,0,0,0.039,2776236159
6259,6731,1,0,52,0,300,1402,3,0,0,60.067,2776236159
6187,5961,0,0,2,0,300,1402,3,0,0,60.067,2776236159
6148,6113,0,0,52,0,300,1402,3,0,0,60.067,2776236159
6352,5891,0,0,52,0,300,1402,3,0,0,60.067,2776236159
6299,6432,0,0,2,0,300,1402,3,0,0,60.067,2776236159
7191,6618,0,0,2,0,300,1402,3,0,0,60.067,2776236159
6458,7303,1,0,52,0,300,1402,3,0,0,60.067,2776236159
7311,6675,1,0,2,0,300,1402,3,0,0,60.067,2776236159
6371,7008,1,0,2,0,300,1402,3,0,0,60.067,2776236159
6767,6083,1,0,637,0,800,1987,3,0,0,120.096,2776236159
936,1060,0,2,241,0,950,2076,3,0,0,120.096,2776236159
6521,5818,0,0,947,0,950,2297,3,0,0,120.096,2776236159
4412,3941,0,4,175,0,842,2225,3,0,0,120.096,2776236159
5710,6270,0,2,527,0,950,1927,3,0,0,120.096,2776236159
7452,6944,0,1,723,0,963,2123,3,0,0,120.096,2776236159
6239,5938,1,0,472,0,785,2122,3,0,0,120.096,2776236159
6970,6792,1,4,448,0,906,1898,3,0,0,120.096,2776236159
6666,8332,1,1,402,0,685,1802,3,0,0,120.096,2776236159
6477,7241,1,0,569,0,1434,2569,4,0,0,180.125,2776236159
6532,6861,0,2,706,0,1753,2541,5,0,0,180.125,2776236159
7138,6222,0,2,513,0,1466,2738,4,0,0,180.125,2776236159
6912,6448,0,16,1015,0,1702,3065,4,0,0,180.125,2776236159
6877,6742,0,2,319,0,1488,2319,4,0,0,180.125,2776236159
7635,7705,0,5,1519,0,1641,2919,4,0,0,180.125,2776236159
6027,5521,1,0,931,0,1313,2581,4,0,0,180.125,2776236159
7538,8319,1,5,1113,0,1583,2563,4,0,0,180.125,2776236159
6240,6483,1,5,944,0,1301,2344,4,0,0,180.125,2776236159
7248,6417,1,0,1414,0,2145,3414,5,0,0,240.154,2776236159
6705,7016,0,4,1434,0,2464,3269,6,0,0,240.154,2776236159
4444,4239,0,3,127,0,1938,3252,5,0,0,240.154,2776236159
936,1060,0,18,583,0,2413,3733,6,0,0,240.154,2776236159
6889,7621,0,6,1076,0,2199,3076,5,0,0,240.154,2776236159
6547,5514,0,7,929,0,2205,3529,5,0,0,240.154,2776236159
7631,8317,1,0,301,0,1856,3151,5,0,0,240.154,2776236159
11860,11596,1,6,1625,0,2148,3075,5,0,0,240.154,2776236159
10386,10771,1,5,249,0,1821,2749,5,0,0,240.154,2776236159
6967,7298,1,1,601,0,2845,3901,6,0,0,300.183,2776236159
6768,6902,0,10,431,0,3244,3881,7,0,0,300.183,2776236159
7615,6844,0,6,875,0,2684,4000,6,0,0,300.183,2776236159
6780,6249,0,20,1058,0,3079,4258,6,0,0,300.183,2776236159
7006,7479,0,7,413,0,2949,3713,6,0,0,300.183,2776236159
8198,7810,0,11,877,0,2792,4077,6,0,0,300.183,2776236159
8368,7767,1,2,782,0,2727,4032,6,0,0,300.183,2776236159
7638,8106,1,8,559,0,2803,3644,6,0,0,300.183,2776236159
10418,10803,1,8,107,0,2654,3657,6,0,0,300.183,2776236159
6610,6395,1,2,1429,0,3819,4729,7,0,0,360.212,2776236159
5574,5051,0,12,193,0,3978,4443,7,0,0,360.212,2776236159
6936,6509,0,9,1666,0,3658,4791,7,0,0,360.212,2776236159
2240,1982,0,20,40,0,3714,4740,7,0,0,360.212,2776236159
7297,6231,0,9,113,0,3720,4363,7,0,0,360.212,2776236159
8333,7648,0,15,1531,0,3504,4731,7,0,0,360.212,2776236159
9255,9711,1,5,622,0,3397,4572,7,0,0,360.212,2776236159
6261,5947,1,10,640,0,3614,4190,7,0,0,360.212,2776236159
11483,11513,1,9,199,0,3439,4299,7,0,0,360.212,2776236159
6015,6187,1,3,139,0,4548,5139,8,0,0,420.214,2776236159
6066,5961,0,13,568,0,4387,4818,8,0,0,420.214,2776236159
4777,5043,0,14,2154,0,4387,5279,8,0,0,420.214,2776236159
4840,5187,0,22,427,0,4124,5127,8,0,0,420.214,2776236159
5203,5042,0,11,501,0,4129,4751,8,0,0,420.214,2776236159
6366,5355,0,19,2069,0,4532,5269,8,0,0,420.214,2776236159
5415,6223,1,10,1195,0,4425,5145,8,0,0,420.214,2776236159
5516,5891,1,16,1216,0,4529,4766,8,0,0,420.214,2776236159
5887,6365,1,11,998,0,4139,5098,8,0,0,420.214,2776236159
6247,6660,1,4,802,0,5569,5802,9,0,0,480.243,2776236159
5915,5617,0,18,1142,0,5409,5392,9,0,0,480.243,2776236159
6561,6577,0,15,517,0,5581,6042,9,0,0,480.243,2776236159
4142,3880,0,25,65,0,5349,6115,9,0,0,480.243,2776236159
6172,6040,0,17,1642,0,5829,5892,9,0,0,480.243,2776236159
7979,7226,0,20,762,0,5271,5937,9,0,0,480.243,2776236159
7169,6244,1,10,220,0,5037,5820,8,0,0,480.243,2776236159
7987,7562,1,16,73,0,5098,5223,9,0,0,480.243,2776236159
7430,7327,1,15,283,0,4835,5608,8,0,0,480.243,2776236159
6761,7234,1,4,377,0,6405,6277,10,0,0,540.272,2776236159
4754,4032,0,21,1821,0,6416,6071,10,0,0,540.272,2776236159
5581,4797,0,20,48,0,6588,6798,10,0,0,540.272,2776236159
6762,7235,0,30,196,0,6048,6646,9,0,0,540.272,2776236159
5962,5795,0,18,1392,0,6662,6542,10,0,0,540.272,2776236159
5965,5458,0,22,1531,0,6676,6706,10,0,0,540.272,2776236159
5743,5754,1,16,885,0,6147,6485,10,0,0,540.272,2776236159
6540,7064,1,16,576,0,5754,5726,9,0,0,540.272,2776236159
5851,5117,1,18,889,0,5806,6564,9,0,0,540.272,2776236159
7032,6356,1,6,1226,0,7887,7126,11,0,0,600.301,2776236159
6660,6196,0,21,541,0,7090,6691,10,0,0,600.301,2776236159
7342,6620,0,24,909,0,7657,7659,11,0,0,600.301,2776236159
6136,5945,0,30,922,0,6870,7472,10,0,0,600.301,2776236159
6905,6807,0,27,1091,0,7947,7341,11,0,0,600.301,2776236159
7862,7198,0,24,320,0,7611,7520,11,0,0,600.301,2776236159
7315,6606,1,17,349,0,7082,7099,10,0,0,600.301,2776236159
9645,9112,1,16,253,0,6447,6278,10,0,0,600.301,2776236159
7411,7495,1,21,1131,0,6443,7206,10,0,0,600.301,2776236159
