@relation 'participant_frames-weka.filters.unsupervised.attribute.Remove-R11,14-weka.filters.unsupervised.attribute.NumericToNominal-R3-weka.filters.unsupervised.attribute.NumericToNominal-R13'

@attribute pos_x numeric
@attribute pos_y numeric
@attribute win {0,1}
@attribute creepScore numeric
@attribute currentGold numeric
@attribute dominionScore numeric
@attribute experience numeric
@attribute goldEarned numeric
@attribute level numeric
@attribute neutralMinionsKilled numeric
@attribute teamScore numeric
@attribute timestamp numeric
@attribute match_id {2756265176,2757139247,2757164302,2757334493,2757344038,2757414373,2757417224,2757609008,2757642400,2758041096,2758738837,2759000499,2759024018,2759132098,2759257697,2759613856,2760780298,2760805828,2760983874,2761203040,2761508815,2761535163,2761581064,2762055944,2762618574,2762672413,2762809550,2762963668,2762970456,2763075278,2763080214,2763103230,2763311679,2763479458,2763723582,2763729769,2764594237,2764635104,2765037739,2765041388,2765190575,2765204302,2765274654,2766198879,2766200653,2766207237,2766245793,2766277226,2766317613,2766512763,2766636847,2766642876,2766660805,2767165103,2767223252,2767314058,2767661638,2767929394,2767953131,2768692833,2768712962,2768730195,2768840944,2768846775,2769543405,2769947436,2773183952,2773245307,2773281606,2773350542,2773785286,2773796546,2774329014,2774345053,2774503426,2775672587,2776231566,2776236159,2776372004,2776479368,2776625098,2777096611,2777113081,2777223671,2777227606,2779807654,2780058562,2780207203,2780486208,2780499000,2780514036,2781020595,2781047893,2781080620,2781359891,2781861999,2781987720,2782092079,2782971556,2842707542}

@data
6618,6362,1,4,661,0,939,2061,3,0,0,120.117,2766207237
7547,7534,0,2,103,0,745,1853,3,0,0,120.117,2766207237
7288,7272,0,1,185,0,858,2185,3,0,0,120.117,2766207237
11312,10838,0,1,15,0,847,2065,3,0,0,120.117,2766207237
7684,6857,0,1,617,0,1084,2017,3,0,0,120.117,2766207237
4962,4697,1,3,578,0,1365,2578,4,0,0,180.146,2766207237
4675,5101,1,2,804,0,1403,2639,4,0,0,180.146,2766207237
4921,5189,1,4,474,0,1365,2324,4,0,0,180.146,2766207237
5686,5594,1,5,1266,0,1579,2616,4,0,0,180.146,2766207237
4857,4373,1,9,1148,0,1444,2548,4,0,0,180.146,2766207237
9437,9678,0,2,33,0,1156,2218,4,0,0,180.146,2766207237
5607,5885,0,6,887,0,1532,2887,4,0,0,180.146,2766207237
5700,6233,0,5,449,0,1428,2499,4,0,0,180.146,2766207237
6038,5417,0,3,1103,0,1759,2503,5,0,0,180.146,2766207237
6489,6034,1,8,1534,0,2168,3534,5,0,0,240.175,2766207237
6289,5923,1,3,1299,0,2205,3134,5,0,0,240.175,2766207237
6499,6391,1,7,177,0,1968,2827,5,0,0,240.175,2766207237
6324,6448,1,7,830,0,2290,3280,5,0,0,240.175,2766207237
5828,5677,1,11,150,0,2032,3050,5,0,0,240.175,2766207237
7556,6778,0,5,198,0,1785,2698,5,0,0,240.175,2766207237
7360,7520,0,9,1541,0,2190,3541,5,0,0,240.175,2766207237
8519,9326,0,5,54,0,1937,2904,5,0,0,240.175,2766207237
7390,7143,0,4,1700,0,2416,3100,6,0,0,240.175,2766207237
5162,5026,1,10,2295,0,2856,4295,6,0,0,300.203,2766207237
4819,5149,1,3,199,0,2758,3699,6,0,0,300.203,2766207237
5037,5307,1,7,637,0,2691,3287,6,0,0,300.203,2766207237
4754,5443,1,8,1322,0,3013,3772,6,0,0,300.203,2766207237
5249,5041,1,14,676,0,2755,3576,6,0,0,300.203,2766207237
6331,5676,0,8,642,0,2252,3142,5,0,0,300.203,2766207237
6095,5885,0,10,673,0,2697,3973,6,0,0,300.203,2766207237
6227,6525,0,8,683,0,2774,3533,6,0,0,300.203,2766207237
6637,6416,0,11,2443,0,3253,3843,7,0,0,300.203,2766207237
3427,3233,1,10,98,0,3372,4898,7,0,0,360.231,2766207237
4847,5311,1,5,329,0,3333,4129,7,0,0,360.231,2766207237
1928,1643,1,13,272,0,3266,3772,7,0,0,360.231,2766207237
4902,5152,1,8,72,0,3448,4122,7,0,0,360.231,2766207237
1778,1527,1,14,269,0,3330,4002,7,0,0,360.231,2766207237
4859,5187,0,11,1534,0,3273,4034,7,0,0,360.231,2766207237
5572,5312,0,12,1573,0,3703,4873,7,0,0,360.231,2766207237
5318,5491,0,11,1553,0,3795,4403,7,0,0,360.231,2766207237
5338,5573,0,14,3124,0,4274,4524,8,0,0,360.231,2766207237
7358,7812,1,16,954,0,4935,5754,8,0,0,420.26,2766207237
8377,8515,1,8,339,0,3999,4889,7,0,0,420.26,2766207237
7389,6843,1,14,1129,0,4409,4629,8,0,0,420.26,2766207237
8487,7716,1,11,1423,0,4971,5473,8,0,0,420.26,2766207237
8330,8233,1,18,334,0,4411,5167,8,0,0,420.26,2766207237
8159,8741,0,12,532,0,4137,4682,8,0,0,420.26,2766207237
8207,7703,0,16,873,0,4575,5673,8,0,0,420.26,2766207237
8505,7756,0,12,1221,0,4694,4971,8,0,0,420.26,2766207237
7760,8031,0,14,475,0,4938,4975,8,0,0,420.26,2766207237
7581,6724,1,16,414,0,5570,6214,9,0,0,480.291,2766207237
7406,7320,1,11,805,0,4889,5355,8,0,0,480.291,2766207237
7474,6992,1,15,1568,0,5368,5068,9,0,0,480.291,2766207237
8401,7968,1,13,1067,0,5606,6217,9,0,0,480.291,2766207237
7271,7084,1,23,474,0,5149,5707,9,0,0,480.291,2766207237
8725,7903,0,12,387,0,4655,5122,8,0,0,480.291,2766207237
7530,6712,0,21,1622,0,5601,6422,9,0,0,480.291,2766207237
8305,8055,0,12,471,0,5060,5371,9,0,0,480.291,2766207237
8322,7601,0,22,1097,0,5964,5597,9,0,0,480.291,2766207237
6109,5263,1,16,234,0,5973,6634,9,0,0,540.319,2766207237
937,1061,1,11,270,0,5615,6105,9,0,0,540.319,2766207237
4308,4389,1,19,229,0,6123,5579,10,0,0,540.319,2766207237
2440,2264,1,13,437,0,6332,6687,10,0,0,540.319,2766207237
5951,5345,1,26,217,0,5875,6325,9,0,0,540.319,2766207237
11805,11573,0,14,68,0,5717,5718,9,0,0,540.319,2766207237
4661,5291,0,25,924,0,6860,7424,10,0,0,540.319,2766207237
5129,5582,0,18,1375,0,6741,6275,10,0,0,540.319,2766207237
5470,4867,0,28,908,0,7343,6443,11,0,0,540.319,2766207237
6764,6401,1,22,1318,0,7623,7718,11,0,0,600.325,2766207237
5976,5882,1,16,100,0,7388,6850,11,0,0,600.325,2766207237
6752,7311,1,20,296,0,7119,6366,10,0,0,600.325,2766207237
2308,3015,1,13,27,0,7680,7677,11,0,0,600.325,2766207237
6591,6617,1,27,438,0,6879,6946,10,0,0,600.325,2766207237
4617,5044,0,17,1003,0,6890,6653,10,0,0,600.325,2766207237
7160,7565,0,25,138,0,7485,7988,11,0,0,600.325,2766207237
7931,8390,0,18,226,0,7366,6859,11,0,0,600.325,2766207237
10525,10860,0,28,284,0,8263,7219,11,0,0,600.325,2766207237
5770,5234,1,23,394,0,8096,8094,11,0,0,660.357,2766207237
5626,5098,1,17,657,0,8256,7407,11,0,0,660.357,2766207237
5183,5326,1,22,791,0,8206,6861,11,0,0,660.357,2766207237
5565,5179,1,14,453,0,8395,8103,11,0,0,660.357,2766207237
5332,5142,1,34,550,0,7404,7408,11,0,0,660.357,2766207237
5980,5961,0,20,674,0,7683,7159,11,0,0,660.357,2766207237
5314,6181,0,29,778,0,8842,8628,12,0,0,660.357,2766207237
6041,6297,0,23,1039,0,8722,7672,12,0,0,660.357,2766207237
5355,4825,0,33,98,0,9160,7883,12,0,0,660.357,2766207237
6850,5976,1,36,1727,0,9782,9427,12,0,0,720.386,2766207237
4366,3850,1,18,419,0,9479,7969,12,0,0,720.386,2766207237
6377,7089,1,22,181,0,9254,7331,12,0,0,720.386,2766207237
6919,6081,1,15,510,0,9158,8560,12,0,0,720.386,2766207237
6347,6376,1,36,666,0,8516,7974,11,0,0,720.386,2766207237
7698,7565,0,25,1433,0,9197,7918,12,0,0,720.386,2766207237
7523,7419,0,29,328,0,9434,9018,12,0,0,720.386,2766207237
6670,7515,0,23,414,0,9747,8347,12,0,0,720.386,2766207237
7484,7560,0,38,569,0,10150,8354,13,0,0,720.386,2766207237
1642,1450,1,37,224,0,10917,10224,13,0,0,780.392,2766207237
9372,9218,1,22,1192,0,11005,8742,13,0,0,780.392,2766207237
9365,9449,1,26,1230,0,11168,8380,13,0,0,780.392,2766207237
9135,9579,1,19,1516,0,11032,9566,13,0,0,780.392,2766207237
9341,9333,1,44,1632,0,10110,8940,13,0,0,780.392,2766207237
10132,10165,0,26,364,0,9641,8364,12,0,0,780.392,2766207237
6577,6129,0,29,853,0,10459,9543,13,0,0,780.392,2766207237
11122,11199,0,29,379,0,10518,8912,13,0,0,780.392,2766207237
6601,6027,0,40,280,0,10795,8865,13,0,0,780.392,2766207237
3794,3194,1,40,653,0,11523,10653,14,0,0,840.421,2766207237
2950,3840,1,22,342,0,11400,9142,13,0,0,840.421,2766207237
3313,3493,1,27,446,0,11562,8746,14,0,0,840.421,2766207237
3500,4149,1,19,276,0,11426,9916,13,0,0,840.421,2766207237
3468,3708,1,44,462,0,10587,9295,13,0,0,840.421,2766207237
4133,4713,0,32,1705,0,11375,9705,13,0,0,840.421,2766207237
4036,4856,0,32,1738,0,11884,10428,14,0,0,840.421,2766207237
4308,4868,0,32,1256,0,12307,9789,14,0,0,840.421,2766207237
4618,4829,0,47,1102,0,12338,9687,14,0,0,840.421,2766207237
936,1060,1,41,316,0,12655,11216,14,0,0,900.424,2766207237
3805,3353,1,24,886,0,12335,9686,14,0,0,900.424,2766207237
10012,10017,1,34,1020,0,13194,9320,15,0,0,900.424,2766207237
9406,9808,1,20,814,0,13244,10454,15,0,0,900.424,2766207237
9509,9893,1,50,1555,0,12457,10388,14,0,0,900.424,2766207237
10746,9950,0,33,2137,0,12144,10137,14,0,0,900.424,2766207237
5622,5446,0,37,238,0,12887,10878,14,0,0,900.424,2766207237
10780,10284,0,32,171,0,12963,10379,14,0,0,900.424,2766207237
10170,10631,0,47,292,0,13033,10242,15,0,0,900.424,2766207237
4176,3637,1,41,681,0,13253,11581,15,0,0,960.452,2766207237
3614,4314,1,25,1428,0,13430,10228,15,0,0,960.452,2766207237
3698,4336,1,35,287,0,14611,9787,15,0,0,960.452,2766207237
4132,3587,1,21,671,0,14149,11011,15,0,0,960.452,2766207237
2984,3358,1,53,45,0,13269,10878,15,0,0,960.452,2766207237
4866,4596,0,38,3156,0,13928,11156,15,0,0,960.452,2766207237
5076,5336,0,45,1069,0,14356,11709,15,0,0,960.452,2766207237
3671,4617,0,33,845,0,14589,11053,15,0,0,960.452,2766207237
5394,4996,0,53,968,0,14818,10918,16,0,0,960.452,2766207237
10976,8965,1,46,1593,0,15009,12493,16,0,0,1020.465,2766207237
10790,9286,1,25,2363,0,15396,11163,16,0,0,1020.465,2766207237
11384,9256,1,36,1084,0,16175,10584,16,0,0,1020.465,2766207237
11065,9329,1,23,1461,0,15835,11801,16,0,0,1020.465,2766207237
10572,9120,1,60,990,0,15036,11823,16,0,0,1020.465,2766207237
11379,10722,0,40,2930,0,14732,11580,16,0,0,1020.465,2766207237
10189,8963,0,45,1609,0,15156,12249,16,0,0,1020.465,2766207237
10171,9057,0,33,1215,0,15235,11423,16,0,0,1020.465,2766207237
11084,10151,0,53,1343,0,15525,11293,16,0,0,1020.465,2766207237
1238,1228,1,46,3,0,15549,13153,16,0,0,1080.494,2766207237
9269,9988,1,25,158,0,16859,11908,17,0,0,1080.494,2766207237
4358,5299,1,36,344,0,16887,11244,17,0,0,1080.494,2766207237
5936,5145,1,23,2406,0,17475,12746,17,0,0,1080.494,2766207237
5153,4927,1,60,515,0,15786,12523,16,0,0,1080.494,2766207237
6670,6101,0,44,418,0,16104,12093,16,0,0,1080.494,2766207237
6249,6701,0,50,385,0,15914,12825,16,0,0,1080.494,2766207237
6450,7115,0,43,2109,0,17694,12317,17,0,0,1080.494,2766207237
6184,6749,0,56,384,0,16844,11834,17,0,0,1080.494,2766207237
9195,8563,1,50,681,0,17228,13831,17,0,0,1140.527,2766207237
10019,10425,1,29,848,0,18371,12598,18,0,0,1140.527,2766207237
10443,10444,1,37,880,0,18552,11780,18,0,0,1140.527,2766207237
6696,7107,1,24,3325,0,19199,13665,18,0,0,1140.527,2766207237
6660,7244,1,64,1343,0,17501,13351,17,0,0,1140.527,2766207237
4223,3361,0,46,817,0,16719,12492,17,0,0,1140.527,2766207237
6292,6664,0,50,760,0,16517,13200,17,0,0,1140.527,2766207237
6200,5530,0,46,841,0,18360,12774,18,0,0,1140.527,2766207237
4727,3887,0,58,2409,0,17548,12254,17,0,0,1140.527,2766207237
0,0,1,50,797,0,17288,13947,17,0,0,1200.527,2766207237
0,0,1,29,914,0,18431,12664,18,0,0,1200.527,2766207237
0,0,1,37,946,0,18612,11846,18,0,0,1200.527,2766207237
0,0,1,24,3431,0,19729,13831,18,0,0,1200.527,2766207237
0,0,1,64,1589,0,18031,13597,17,0,0,1200.527,2766207237
0,0,0,46,823,0,16779,12558,17,0,0,1200.527,2766207237
0,0,0,50,766,0,16577,13266,17,0,0,1200.527,2766207237
0,0,0,46,907,0,18420,12840,18,0,0,1200.527,2766207237
0,0,0,58,-1530,0,17608,12320,17,0,0,1200.527,2766207237
1103,1180,1,0,1400,0,0,1400,1,0,0,0.05,2766200653
1103,960,1,0,1400,0,0,1400,1,0,0,0.05,2766200653
894,892,1,0,1400,0,0,1400,1,0,0,0.05,2766200653
764,1070,0,0,1400,0,0,1400,1,0,0,0.05,2766200653
854,1248,1,0,1400,0,0,1400,1,0,0,0.05,2766200653
12006,11716,0,0,1400,0,0,1400,1,0,0,0.05,2766200653
12006,11496,0,0,1400,0,0,1400,1,0,0,0.05,2766200653
11797,11428,0,0,1400,0,0,1400,1,0,0,0.05,2766200653
11667,11606,0,0,1400,0,0,1400,1,0,0,0.05,2766200653
6378,6752,1,0,217,0,362,1617,3,0,0,60.08,2766200653
936,1060,1,0,67,0,362,1467,3,0,0,60.08,2766200653
6528,6669,1,0,92,0,362,1427,3,0,0,60.08,2766200653
6698,6289,0,0,67,0,362,1467,3,0,0,60.08,2766200653
6763,6368,1,0,292,0,362,1692,3,0,0,60.08,2766200653
7779,7179,0,0,27,0,331,1402,3,0,0,60.08,2766200653
11835,11555,0,0,16,0,331,1416,3,0,0,60.08,2766200653
10431,9968,0,0,66,0,331,1416,3,0,0,60.08,2766200653
7280,7538,0,0,182,0,331,1582,3,0,0,60.08,2766200653
6620,6940,1,1,668,0,903,2068,3,0,0,120.11,2766200653
6763,7073,1,0,473,0,817,1873,3,0,0,120.11,2766200653
6339,6779,1,3,550,0,903,1885,3,0,0,120.11,2766200653
6790,6699,0,3,545,0,903,1945,3,0,0,120.11,2766200653
6646,6633,1,4,934,0,903,2334,3,0,0,120.11,2766200653
7948,7360,0,0,427,0,839,1802,3,0,0,120.11,2766200653
8120,7555,0,1,426,0,820,1826,3,0,0,120.11,2766200653
7693,7922,0,1,477,0,839,1827,3,0,0,120.11,2766200653
8153,8861,0,0,102,0,737,1952,3,0,0,120.11,2766200653
6391,5563,1,4,1270,0,1376,2670,4,0,0,180.14,2766200653
5696,6354,1,1,917,0,1357,2317,4,0,0,180.14,2766200653
5198,4628,1,5,1014,0,1443,2349,4,0,0,180.14,2766200653
5459,5286,0,7,1011,0,1443,2411,4,0,0,180.14,2766200653
5558,5753,1,6,1393,0,1443,2793,4,0,0,180.14,2766200653
7064,6289,0,2,887,0,1419,2262,4,0,0,180.14,2766200653
5804,5279,0,1,981,0,1344,2381,4,0,0,180.14,2766200653
5763,6323,0,4,955,0,1419,2305,4,0,0,180.14,2766200653
6691,6158,0,1,567,0,1316,2417,4,0,0,180.14,2766200653
6447,5756,1,11,1918,0,2256,3318,5,0,0,240.17,2766200653
936,1060,1,1,767,0,2121,2967,5,0,0,240.17,2766200653
6265,6105,1,9,460,0,2098,2895,5,0,0,240.17,2766200653
6435,5835,0,9,737,0,2085,3037,5,0,0,240.17,2766200653
5907,5752,1,9,2347,0,2323,3747,5,0,0,240.17,2766200653
6376,7019,0,2,1478,0,2154,2853,5,0,0,240.17,2766200653
7767,7173,0,4,531,0,1932,2831,5,0,0,240.17,2766200653
6373,5957,0,6,29,0,2029,2779,5,0,0,240.17,2766200653
7227,7682,0,1,74,0,1763,2824,5,0,0,240.17,2766200653
5733,5599,1,17,2531,0,3039,3931,6,0,0,300.2,2766200653
6366,6160,1,1,845,0,2817,3445,6,0,0,300.2,2766200653
5970,5657,1,12,959,0,2907,3394,6,0,0,300.2,2766200653
4420,3970,0,9,192,0,2501,3392,6,0,0,300.2,2766200653
6131,5431,1,10,3124,0,3106,4524,6,0,0,300.2,2766200653
6744,6382,0,5,76,0,2795,3301,6,0,0,300.2,2766200653
6915,7047,0,5,982,0,2608,3282,6,0,0,300.2,2766200653
6660,7134,0,9,462,0,2599,3212,6,0,0,300.2,2766200653
7309,6364,0,7,746,0,2440,3496,6,0,0,300.2,2766200653
4786,4089,1,21,3051,0,3623,4451,7,0,0,360.23,2766200653
1591,1571,1,2,29,0,3402,3879,7,0,0,360.23,2766200653
5215,4622,1,14,1434,0,3491,3869,7,0,0,360.23,2766200653
6427,7098,0,11,440,0,3057,4140,6,0,0,360.23,2766200653
2621,2431,1,10,119,0,3691,4919,7,0,0,360.23,2766200653
5568,5884,0,5,651,0,3503,4001,7,0,0,360.23,2766200653
10085,10547,0,5,149,0,3335,3849,7,0,0,360.23,2766200653
10808,10324,0,12,98,0,3327,3848,7,0,0,360.23,2766200653
6696,6528,0,11,1729,0,3321,4479,7,0,0,360.23,2766200653
6199,6400,1,25,506,0,4245,5181,8,0,0,420.259,2766200653
6886,7083,1,2,614,0,4230,4464,8,0,0,420.259,2766200653
6327,6811,1,16,1922,0,4362,4357,8,0,0,420.259,2766200653
6993,6335,0,16,992,0,3794,4692,7,0,0,420.259,2766200653
6957,6394,1,11,836,0,4519,5636,8,0,0,420.259,2766200653
6222,5547,0,6,147,0,4208,4482,8,0,0,420.259,2766200653
6597,7281,0,5,544,0,3769,4244,7,0,0,420.259,2766200653
7523,7752,0,15,688,0,3859,4438,7,0,0,420.259,2766200653
6162,5277,0,15,781,0,4112,4964,8,0,0,420.259,2766200653
5007,4740,1,27,1166,0,5015,5841,8,0,0,480.289,2766200653
5487,4832,1,5,1155,0,5045,5005,9,0,0,480.289,2766200653
6517,6587,1,20,1657,0,5177,5007,9,0,0,480.289,2766200653
5093,4484,0,18,1475,0,4609,5175,8,0,0,480.289,2766200653
4872,4336,1,14,1393,0,5289,6193,9,0,0,480.289,2766200653
5423,5571,0,11,769,0,4992,5104,8,0,0,480.289,2766200653
6148,5474,0,5,404,0,4339,4604,8,0,0,480.289,2766200653
5505,5684,0,15,548,0,4426,4798,8,0,0,480.289,2766200653
6487,5559,0,20,578,0,4896,5561,8,0,0,480.289,2766200653
5294,5114,1,32,1709,0,5749,6384,9,0,0,540.319,2766200653
4575,5016,1,5,1580,0,5779,5430,9,0,0,540.319,2766200653
5081,5536,1,21,558,0,5712,5408,9,0,0,540.319,2766200653
5634,5065,0,22,1972,0,5343,5672,9,0,0,540.319,2766200653
5171,5198,1,15,2021,0,6023,6821,9,0,0,540.319,2766200653
6678,5812,0,12,1212,0,5695,5547,9,0,0,540.319,2766200653
4422,4961,0,6,975,0,5008,5175,8,0,0,540.319,2766200653
5535,6280,0,19,1000,0,5129,5250,9,0,0,540.319,2766200653
6529,6243,0,24,1089,0,5599,6072,9,0,0,540.319,2766200653
6740,5802,1,36,2404,0,6810,7079,10,0,0,600.348,2766200653
6429,5769,1,5,315,0,6211,5765,10,0,0,600.348,2766200653
5927,5928,1,22,1205,0,6774,6055,10,0,0,600.348,2766200653
6316,5529,0,25,2466,0,6233,6166,10,0,0,600.348,2766200653
5615,4965,1,17,2724,0,7084,7524,10,0,0,600.348,2766200653
7166,6387,0,12,1744,0,6667,6079,10,0,0,600.348,2766200653
6917,6383,0,7,493,0,5854,5693,9,0,0,600.348,2766200653
6847,6047,0,19,250,0,5583,5700,9,0,0,600.348,2766200653
6424,7014,0,27,579,0,6360,6762,10,0,0,600.348,2766200653
5845,5144,1,42,764,0,8405,7864,11,0,0,660.378,2766200653
6441,6899,1,5,410,0,6784,6160,10,0,0,660.378,2766200653
1711,1489,1,25,35,0,7931,6485,11,0,0,660.378,2766200653
4527,4164,0,28,280,0,7117,6680,10,0,0,660.378,2766200653
6276,6311,1,19,1058,0,8875,8608,12,0,0,660.378,2766200653
4355,5397,0,12,260,0,7941,6960,11,0,0,660.378,2766200653
11234,10554,0,7,300,0,6979,6500,10,0,0,660.378,2766200653
4338,4304,0,22,273,0,6877,6573,10,0,0,660.378,2766200653
7689,6959,0,28,408,0,7018,7391,10,0,0,660.378,2766200653
7223,6622,1,47,1462,0,9268,8562,12,0,0,720.408,2766200653
7125,7123,1,7,1019,0,7704,6769,11,0,0,720.408,2766200653
6781,6941,1,28,596,0,8486,7046,11,0,0,720.408,2766200653
6880,6486,0,29,857,0,7881,7257,11,0,0,720.408,2766200653
7308,7172,1,27,1756,0,9795,9306,12,0,0,720.408,2766200653
8582,7970,0,12,660,0,8610,7360,12,0,0,720.408,2766200653
10096,10072,0,7,630,0,7279,6830,10,0,0,720.408,2766200653
7852,8656,0,23,695,0,7597,6995,11,0,0,720.408,2766200653
8413,7709,0,32,898,0,7851,7881,11,0,0,720.408,2766200653
4424,3745,1,48,429,0,10080,8979,13,0,0,780.41,2766200653
3125,2932,1,7,794,0,8320,7144,11,0,0,780.41,2766200653
4171,3747,1,34,1246,0,9749,7696,12,0,0,780.41,2766200653
3614,3797,0,32,232,0,8693,7732,12,0,0,780.41,2766200653
2602,1968,1,27,356,0,10349,9856,13,0,0,780.41,2766200653
5223,4670,0,13,1299,0,10297,7999,13,0,0,780.41,2766200653
5842,5335,0,9,1501,0,8698,7701,12,0,0,780.41,2766200653
10034,10462,0,23,41,0,8833,7641,12,0,0,780.41,2766200653
5320,5137,0,40,1748,0,9132,8731,12,0,0,780.41,2766200653
4998,4328,1,53,1323,0,11416,9873,13,0,0,840.439,2766200653
6304,6604,1,7,1354,0,9426,7704,12,0,0,840.439,2766200653
5790,5883,1,36,2243,0,11085,8693,13,0,0,840.439,2766200653
6421,6866,0,36,790,0,10073,8290,13,0,0,840.439,2766200653
4737,5110,1,32,1030,0,11629,10530,14,0,0,840.439,2766200653
6284,6066,0,14,579,0,11285,8529,13,0,0,840.439,2766200653
5280,4809,0,15,501,0,9887,8301,12,0,0,840.439,2766200653
5692,6254,0,24,813,0,10086,8413,13,0,0,840.439,2766200653
6678,6264,0,42,2481,0,10469,9464,13,0,0,840.439,2766200653
4146,4203,1,53,63,0,12497,10463,14,0,0,900.44,2766200653
6522,6021,1,7,194,0,10296,8144,13,0,0,900.44,2766200653
6169,5656,1,36,153,0,11796,9143,14,0,0,900.44,2766200653
6341,6236,0,47,706,0,12151,9106,14,0,0,900.44,2766200653
936,1060,1,32,720,0,13319,11570,15,0,0,900.44,2766200653
11785,11470,0,16,1101,0,12297,9051,14,0,0,900.44,2766200653
6560,6060,0,20,379,0,11125,8879,13,0,0,900.44,2766200653
7159,6742,0,25,202,0,10988,8902,13,0,0,900.44,2766200653
8690,8409,0,44,557,0,11538,10140,14,0,0,900.44,2766200653
7508,7205,1,62,726,0,13761,11126,15,0,0,960.442,2766200653
7766,7584,1,7,890,0,12024,8840,14,0,0,960.442,2766200653
7422,7466,1,40,991,0,13715,9981,15,0,0,960.442,2766200653
7377,7991,0,47,486,0,12807,9486,14,0,0,960.442,2766200653
7880,7540,1,38,1239,0,14231,12089,15,0,0,960.442,2766200653
9240,8301,0,16,396,0,13204,9446,15,0,0,960.442,2766200653
8801,8997,0,22,251,0,12159,9351,14,0,0,960.442,2766200653
10830,10334,0,25,227,0,11601,9277,14,0,0,960.442,2766200653
9653,8807,0,44,497,0,12380,10680,14,0,0,960.442,2766200653
5806,6216,1,63,1170,0,14609,11570,15,0,0,1020.445,2766200653
7260,6832,1,7,1295,0,12715,9245,14,0,0,1020.445,2766200653
3729,3636,1,40,1532,0,14527,10522,15,0,0,1020.445,2766200653
4666,4085,0,50,984,0,13695,9984,15,0,0,1020.445,2766200653
4332,4001,1,41,1889,0,15016,12739,16,0,0,1020.445,2766200653
5179,4763,0,16,1001,0,14502,10051,15,0,0,1020.445,2766200653
7493,7245,0,23,673,0,13028,9773,15,0,0,1020.445,2766200653
4656,4132,0,28,867,0,12931,9917,14,0,0,1020.445,2766200653
4876,5133,0,47,1023,0,13514,11206,15,0,0,1020.445,2766200653
6918,6387,1,65,579,0,15526,12149,16,0,0,1080.452,2766200653
7302,6619,1,7,974,0,14038,9724,15,0,0,1080.452,2766200653
7465,6669,1,45,1172,0,16598,11262,17,0,0,1080.452,2766200653
6924,6234,0,50,429,0,15420,10579,16,0,0,1080.452,2766200653
6249,5493,1,49,3129,0,17972,13979,17,0,0,1080.452,2766200653
7815,7168,0,16,337,0,15147,10487,16,0,0,1080.452,2766200653
7146,6421,0,26,389,0,14855,10389,16,0,0,1080.452,2766200653
7122,6994,0,29,216,0,13570,10366,15,0,0,1080.452,2766200653
7410,6583,0,47,318,0,14310,11801,15,0,0,1080.452,2766200653
7438,8008,1,69,1314,0,16718,12884,17,0,0,1140.453,2766200653
7435,7088,1,7,1601,0,15240,10351,16,0,0,1140.453,2766200653
4174,3775,1,45,387,0,16968,11742,17,0,0,1140.453,2766200653
7306,7311,0,60,1256,0,16613,11406,17,0,0,1140.453,2766200653
5714,6340,1,51,319,0,19056,14769,18,0,0,1140.453,2766200653
5604,5938,0,19,1012,0,17352,11162,17,0,0,1140.453,2766200653
6335,5965,0,31,1026,0,16748,11326,17,0,0,1140.453,2766200653
6089,6104,0,30,1080,0,15117,11230,16,0,0,1140.453,2766200653
6209,6393,0,50,944,0,15908,12427,16,0,0,1140.453,2766200653
4995,4731,1,74,325,0,17592,13395,17,0,0,1200.482,2766200653
4940,5226,1,8,694,0,16330,10844,16,0,0,1200.482,2766200653
2397,2229,1,45,32,0,18304,12452,17,0,0,1200.482,2766200653
5009,4413,0,64,340,0,17487,11940,17,0,0,1200.482,2766200653
4439,4444,1,52,352,0,19915,15237,18,0,0,1200.482,2766200653
7338,6822,0,20,1804,0,18889,11954,18,0,0,1200.482,2766200653
8668,8224,0,31,531,0,17383,11881,17,0,0,1200.482,2766200653
8052,8233,0,31,787,0,15810,11837,16,0,0,1200.482,2766200653
6805,6865,0,53,1660,0,17327,13143,17,0,0,1200.482,2766200653
4444,3504,1,78,768,0,18509,13838,18,0,0,1260.503,2766200653
4211,3853,1,8,1146,0,17391,11296,17,0,0,1260.503,2766200653
3662,3089,1,47,473,0,19249,12893,18,0,0,1260.503,2766200653
4043,3837,0,66,807,0,18350,12407,17,0,0,1260.503,2766200653
3894,3242,1,59,1085,0,20975,15970,18,0,0,1260.503,2766200653
4756,4122,0,20,2235,0,19899,12385,18,0,0,1260.503,2766200653
4373,3535,0,35,1028,0,18393,12378,18,0,0,1260.503,2766200653
4473,3679,0,32,1370,0,16820,12420,17,0,0,1260.503,2766200653
4699,3984,0,54,2113,0,18337,13596,17,0,0,1260.503,2766200653
0,0,1,78,60,0,19791,14510,18,0,0,1320.503,2766200653
0,0,1,8,1998,0,19525,12148,18,0,0,1320.503,2766200653
0,0,1,48,1481,0,21383,13981,18,0,0,1320.503,2766200653
0,0,0,73,2022,0,20484,13622,18,0,0,1320.503,2766200653
0,0,1,64,2058,0,23109,16943,18,0,0,1320.503,2766200653
0,0,0,21,269,0,20606,12769,18,0,0,1320.503,2766200653
0,0,0,35,1349,0,18708,12699,18,0,0,1320.503,2766200653
0,0,0,32,496,0,17177,12746,17,0,0,1320.503,2766200653
0,0,0,56,548,0,19086,14131,18,0,0,1320.503,2766200653
