colPK,pos_x,pos_y,win,currentGold,goldEarned,neutralMinionsKilled
2620,9896,7382,1,443,4073,0
2621,12163,11166,1,2509,6139,0
2622,13360,5255,1,351,6531,0
2623,6383,8151,1,0,500,0
2624,9520,5487,1,599,6779,4
2625,11550,1816,1,2015,8195,8
2626,10770,10265,1,1445,9625,8
2627,13805,11502,1,2607,10787,8
2628,394,461,1,3303,11483,12
2629,11995,11169,1,1797,12776,12
2630,14306,12348,1,205,13200,12
2631,351,293,1,500,500,0
2632,1719,11330,1,697,12732,4
2633,9993,10495,1,1325,13359,4
2634,13703,4735,1,1637,14341,8
2635,2048,12941,1,171,671,0
2636,12243,4899,1,2413,15118,12
2637,12110,2372,1,435,15405,12
2638,1513,7505,1,1029,15998,12
2639,6147,4984,1,1739,16708,12
2640,12934,5171,1,196,17265,12
2641,7617,7065,1,637,17707,12
2642,12869,10566,1,2935,20005,12
2643,0,0,1,2860,20110,12
2644,827,9807,1,418,918,0
2645,394,461,1,341,1741,0
2646,394,461,1,1113,2863,0
2647,2969,12226,1,1348,4183,0
2648,1342,6191,1,66,4666,0
2649,3124,13234,1,1240,5840,0
2650,3190,13547,1,2276,6876,0
2651,4247,9483,1,0,500,0
2652,2240,12958,1,496,7196,0
2653,2941,13200,1,733,7933,0
2654,10390,10907,1,1573,8773,0
2655,4579,13587,1,2776,9976,0
2656,3887,2500,1,1180,10430,0
2657,6734,10094,1,760,11260,0
2658,12649,5707,1,1433,11933,4
2659,222,471,1,500,500,0
2660,13738,8611,1,1324,12049,20
2661,10963,10685,1,2065,12789,24
2662,12289,11553,1,1017,13006,24
2663,13755,4118,1,451,951,0
2664,3008,11150,1,1663,13652,28
2665,10069,8491,1,2213,14202,28
2666,1559,5228,1,1211,14450,32
2667,9778,8922,1,2506,15746,32
2668,8185,8287,1,970,16560,36
2669,13479,13714,1,2741,18331,36
2670,12631,13946,1,4331,19920,36
2671,0,0,1,4375,20025,36
2672,10387,1206,1,421,1356,0
2673,13488,2751,1,851,1786,0
2674,13589,2800,1,2138,3073,0
2675,12260,1999,1,1110,4160,0
2676,13586,6180,1,2111,5161,0
2677,13015,11863,1,526,5776,0
2678,1321,1071,1,48,6168,0
2679,13492,2790,1,0,500,0
2680,10327,4970,1,409,6529,4
2681,7077,7665,1,1389,7509,4
2682,10508,10161,1,2708,8828,4
2683,13878,13230,1,3749,9869,4
2684,3767,8128,1,232,10192,8
2685,6993,10028,1,129,10854,12
2686,9720,4367,1,345,11070,12
2687,311,649,1,500,500,0
2688,1507,11274,1,643,12692,0
2689,8524,13225,1,1581,13631,0
2690,9536,13703,1,432,14131,0
2691,13285,2939,1,1044,1544,0
2692,6739,6559,1,654,14353,0
2693,1192,707,1,1498,15198,0
2694,3801,7393,1,1964,15663,0
2695,613,1128,1,756,16755,0
2696,9721,7061,1,1034,17034,0
2697,12837,12949,1,1780,17779,0
2698,13720,13564,1,281,18360,0
2699,0,0,1,-475,18465,0
2700,10684,884,1,300,1800,0
2701,13430,3056,1,715,2215,0
2702,13419,2809,1,1754,3254,0
2703,11169,1792,1,91,3476,0
2704,13267,6346,1,1090,4475,0
2705,13260,10944,1,2190,5574,0
2706,1054,710,1,749,6248,0
2707,13422,2679,1,0,500,0
2708,8726,6422,1,1141,6641,0
2709,7351,7704,1,518,7168,0
2710,10852,10912,1,1357,8007,0
2711,13885,13115,1,3338,9988,0
2712,8516,1375,1,1061,10210,0
2713,4161,12854,1,1982,11131,0
2714,7528,13279,1,2221,12470,0
2715,14486,14511,0,500,500,0
2716,10677,10803,0,842,9731,0
2717,11335,12411,0,361,10051,0
2718,9611,11607,0,241,10981,0
2719,2862,13274,0,2,502,0
2720,7324,7386,0,757,11497,0
2721,13814,14046,0,785,12375,0
2722,4903,8989,0,585,13095,0
2723,2766,6774,0,52,13412,0
2724,9713,9440,0,755,14115,0
2725,12009,12376,0,522,14332,0
2726,12308,13237,0,1148,14958,0
2727,0,0,0,332,15132,0
2728,1532,10923,0,350,850,0
2729,1779,11734,0,1102,1602,0
2730,9336,13960,0,53,1853,0
2731,2706,12578,0,611,2411,0
2732,7416,11901,0,227,2627,0
2733,13694,13874,0,236,2936,0
2734,10958,10442,0,78,3828,0
2735,6600,9825,0,0,500,0
2736,8202,6976,0,674,4424,0
2737,8730,8408,0,226,4776,0
2738,9164,9324,0,95,5085,0
2739,14007,13834,0,600,5590,0
2740,8993,9367,0,955,6545,0
2741,7014,9600,0,231,7496,0
2742,9523,12749,0,76,8466,0
2743,14486,14291,0,500,500,0
2744,9097,9806,0,634,11014,0
2745,6249,10071,0,230,11305,0
2746,1654,11067,0,2054,13129,0
2747,2973,12693,0,101,601,0
2748,12705,3229,0,916,14515,0
2749,4949,1125,0,2544,16144,0
2750,1922,7549,0,1128,17127,0
2751,942,8146,0,1445,17444,0
2752,6855,8023,0,81,18031,0
2753,13687,13529,0,297,18247,0
2754,13415,13765,0,2014,19965,0
2755,0,0,0,1739,20139,0
2756,1101,11116,0,609,1109,0
2757,1532,11427,0,64,1614,0
2758,9892,14018,0,47,1897,0
2759,2169,12287,0,945,2795,0
2760,2894,13347,0,340,3090,0
2761,13279,11764,0,47,3497,0
2762,8443,13700,0,111,4461,0
2763,4788,13563,0,0,500,0
2764,1162,11056,0,1049,5399,0
2765,14340,14391,0,327,5977,0
2766,10936,1521,0,710,6660,0
2767,12996,12314,0,847,7597,0
2768,8301,10090,0,480,8220,0
2769,5690,12159,0,32,9172,0
2770,7325,13287,0,1463,10543,0
2771,14277,14223,0,500,500,0
2772,6374,12559,0,840,7990,15
2773,12450,11958,0,1247,8397,16
2774,8606,9963,0,895,9195,16
2775,13460,2816,0,2,502,0
2776,11026,8584,0,334,9734,17
2777,13009,12121,0,1019,10419,20
2778,3883,9398,0,792,11042,24
2779,963,10996,0,1109,11359,24
2780,12111,7776,0,1564,11814,24
2781,13689,12553,0,481,12031,24
2782,13105,11464,0,884,12434,24
2783,0,0,0,1750,13300,24
2784,11736,1649,0,383,883,0
2785,13319,4424,0,668,1168,0
2786,13333,5371,0,135,1385,0
2787,12789,2006,0,514,1764,0
2788,13422,8603,0,412,2012,0
2789,13670,12539,0,189,2289,0
2790,13515,5437,0,1019,3119,0
2791,12560,4939,0,0,500,0
2792,13838,13634,0,92,3592,4
2793,11345,8571,0,626,4126,6
2794,9953,9799,0,115,4515,8
2795,13650,12935,0,1187,5587,8
2796,9951,9380,0,507,6007,8
2797,6798,9676,0,180,6530,8
2798,10877,10448,0,258,7408,8
2799,14148,14401,0,500,500,0
2800,10904,11279,0,291,10361,4
2801,12563,11442,0,1205,11274,4
2802,3756,9880,0,502,11772,4
2803,6941,7687,0,197,697,0
2804,7129,6551,0,724,12444,12
2805,13117,12031,0,171,13041,12
2806,8901,9219,0,280,13500,16
2807,12924,12126,0,406,14176,16
2808,13820,7372,0,1466,15235,16
2809,12849,10504,0,1683,15452,16
2810,13202,14062,0,2537,16306,16
2811,0,0,0,-69,16481,16
2812,7207,7733,0,841,1341,0
2813,7935,7262,0,1419,1919,0
2814,7568,7176,0,2098,2598,0
2815,7105,8797,0,325,3075,0
2816,13313,6839,0,740,3490,0
2817,12608,12241,0,567,4217,0
2818,8302,8022,0,1572,5722,0
2819,7896,7484,0,0,500,0
2820,8093,6852,0,1233,6783,0
2821,7225,7353,0,806,7231,0
2822,11074,12083,0,222,7447,0
2823,13968,12990,0,804,8274,0
2824,13892,13612,0,298,8968,4
2825,11401,4429,0,275,9245,4
2826,10597,11464,0,332,9801,4
2827,561,581,1,500,500,0
2828,10319,9738,1,1849,10598,12
2829,11618,11280,1,304,11204,12
2830,0,0,1,1056,11956,12
2831,12147,4785,1,746,1346,0
2832,13767,3908,1,1303,1903,0
2833,7062,1296,1,150,2150,0
2834,13616,4748,1,1254,3254,0
2835,8482,6365,1,239,3539,0
2836,10094,4603,1,1076,4376,0
2837,3941,10525,1,222,4722,4
2838,9835,9813,1,1791,6291,4
2839,8279,5010,1,113,613,0
2840,8749,10443,1,2364,6864,4
2841,10716,2420,1,377,7176,4
2842,14101,9591,1,653,7753,4
2843,10289,1423,1,589,8039,4
2844,7505,5820,1,1132,8582,8
2845,3911,3399,1,194,8943,8
2846,2132,11705,1,693,9443,12
2847,561,361,1,500,500,0
2848,1646,6573,1,436,15856,10
2849,9332,13346,1,2028,17448,10
2850,0,0,1,3859,19459,10
2851,599,1039,1,167,2267,0
2852,2601,13023,1,739,2839,0
2853,3046,13086,1,2064,4164,0
2854,1476,9903,1,197,5047,0
2855,3325,13049,1,1811,6661,0
2856,5436,13649,1,3891,8741,0
2857,5338,13388,1,406,9056,0
2858,9653,9850,1,1497,10147,6
2859,8484,5492,1,0,500,0
2860,11509,10698,1,2381,11031,6
2861,11032,7000,1,959,11379,6
2862,8560,11772,1,1665,12084,6
2863,7834,14020,1,2261,13531,6
2864,5837,6612,1,309,13779,6
2865,9669,5715,1,1141,14611,6
2866,8108,7612,1,2040,15510,10
2867,351,293,1,500,500,0
2868,10198,9791,1,2241,15831,11
2869,12096,9090,1,3053,16643,11
2870,0,0,1,281,17181,11
2871,5907,1685,1,150,2000,0
2872,13431,4116,1,964,2814,0
2873,10489,1584,1,331,3631,0
2874,13716,5060,1,2191,5491,0
2875,7284,6832,1,770,5770,0
2876,13519,6859,1,1838,6838,0
2877,1285,795,1,314,7164,4
2878,8588,10052,1,1843,8692,4
2879,9785,4502,1,470,970,0
2880,10325,1593,1,518,9117,7
2881,5646,5168,1,523,10073,7
2882,8490,11832,1,1254,10804,7
2883,9363,13973,1,11,12001,7
2884,6334,6132,1,549,12539,11
2885,12688,10431,1,1460,13450,11
2886,2562,1960,1,77,13667,11
2887,222,471,0,500,500,0
2888,13724,6656,0,2318,11493,8
2889,13514,6896,0,3686,12861,8
2890,0,0,0,5215,14390,8
2891,2713,2494,0,224,724,0
2892,7244,6899,0,604,1104,0
2893,7826,7568,0,299,1449,0
2894,7654,7564,0,813,1963,0
2895,5589,5887,0,1232,2382,0
2896,13676,7093,0,1223,3323,0
2897,5457,6055,0,1769,3869,0
2898,10733,1568,0,561,4311,0
2899,689,625,0,0,500,0
2900,11535,1652,0,1573,5323,0
2901,3842,7830,0,181,5880,0
2902,8943,13087,0,1117,6817,4
2903,9357,11514,0,99,7574,4
2904,13826,6423,0,637,8187,4
2905,12401,10415,0,1485,9034,4
2906,5953,5816,0,315,9489,4
2907,311,649,1,500,500,0
2908,10150,9594,1,761,9036,16
2909,12426,11168,1,1403,9678,16
2910,0,0,1,1148,10323,20
2911,2196,12501,1,154,1104,0
2912,2448,13068,1,939,1889,0
2913,2756,6765,1,183,2358,0
2914,1286,9788,1,642,2817,4
2915,4003,12409,1,108,3033,4
2916,2595,4883,1,112,3987,4
2917,4960,13373,1,461,4336,4
2918,8438,13046,1,1273,5148,4
2919,4476,11691,1,0,500,0
2920,6999,5307,1,376,5501,8
2921,10070,6789,1,747,5872,12
2922,12970,3278,1,1125,6250,12
2923,9036,9055,1,1582,6707,12
2924,688,650,1,269,7594,12
2925,9488,5981,1,631,7956,12
2926,8434,8420,1,1073,8398,12
2927,14486,14511,0,500,500,0
2928,7812,5368,0,608,12178,0
2929,13330,6976,0,995,13065,0
2930,0,0,0,831,13281,0
2931,11916,12578,0,259,1744,0
2932,7432,7366,0,1121,2606,0
2933,3170,13162,0,1824,3309,0
2934,9605,9365,0,326,3526,0
2935,6610,7207,0,843,4043,0
2936,6051,13449,0,1189,4389,0
2937,6069,5788,0,736,4736,0
2938,7423,13765,0,965,5915,0
2939,10300,4332,0,601,1101,0
2940,11598,11225,0,400,6390,0
2941,11831,9336,0,285,7115,0
2942,9188,11413,0,973,7803,0
2943,7881,13847,0,1062,8692,0
2944,7169,6176,0,1941,9571,0
2945,13401,10365,0,3113,10743,0
2946,8074,7789,0,891,11820,0
2947,14486,14291,0,500,500,0
2948,10368,9860,0,510,7670,0
2949,9356,13359,0,955,8115,0
2950,0,0,0,1093,8293,0
2951,11263,4879,0,1023,1523,0
2952,3789,13524,0,402,1802,0
2953,7677,13663,0,267,2567,0
2954,1662,10510,0,874,3174,0
2955,10468,14021,0,491,3391,0
2956,14340,14391,0,183,4093,0
2957,4793,6994,0,497,4407,0
2958,14165,14052,0,714,4624,0
2959,4523,11757,0,0,500,0
2960,10132,5816,0,1133,5043,0
2961,14340,14391,0,600,5260,0
2962,8625,11481,0,918,5578,0
2963,8217,14110,0,1551,6211,0
2964,8222,8206,0,269,6429,0
2965,12590,10742,0,360,6820,0
2966,8695,8357,0,957,7417,0
2967,14277,14223,0,500,500,0
2968,7434,6906,0,503,10313,4
2969,9581,13394,0,1373,11683,4
2970,0,0,0,928,11863,4
2971,2077,12628,0,426,926,0
2972,4001,13634,0,344,1244,0
2973,11596,14114,0,468,1803,0
2974,1599,10027,0,1395,2730,0
2975,3999,13573,0,442,3173,0
2976,7803,13544,0,391,3421,0
2977,4843,7468,0,1074,4105,0
2978,12476,12557,0,260,4490,0
2979,9815,4638,0,150,650,0
2980,14188,14073,0,481,5511,0
2981,11972,6675,0,887,6267,0
2982,13201,4012,0,1708,7089,4
2983,12720,13496,0,280,8010,4
2984,6888,7055,0,631,8362,4
2985,13384,12479,0,655,8685,4
2986,6777,9396,0,1929,9959,4
2987,14148,14401,0,500,500,0
2988,7554,6743,0,567,7392,6
2989,13325,6847,0,1461,7986,6
2990,0,0,0,339,8164,6
2991,11636,4267,0,249,749,0
2992,14042,11506,0,166,966,0
2993,12327,2446,0,772,1572,0
2994,13605,7104,0,289,1789,0
2995,13858,7851,0,99,2099,0
2996,14171,13030,0,80,2380,0
2997,14458,14207,0,491,2791,0
2998,12084,12238,0,208,3008,0
2999,10036,7824,0,0,500,0
3000,10793,11231,0,658,3458,0
3001,11833,6554,0,574,3674,0
3002,12566,5042,0,1310,4410,0
3003,8934,9709,0,754,5404,0
3004,7265,7112,0,322,5847,0
3005,8216,13670,0,1078,6603,0
3006,8009,7651,0,1650,7175,6
3007,1103,1180,1,1400,1400,0
3008,7077,6133,1,424,1824,0
3009,6685,6145,1,858,2258,0
3010,7195,6625,1,581,2831,0
3011,2901,2708,1,139,3539,0
3012,6904,5987,1,756,4156,0
3013,6647,7069,1,1195,4595,0
3014,6919,6615,1,614,5414,0
3015,7168,7014,1,1278,6078,0
3016,6098,5685,1,2,1402,0
3017,5425,5284,1,159,6759,0
3018,8528,7923,1,937,7537,0
3019,1614,1435,1,127,8477,0
3020,9966,9239,1,706,9056,0
3021,9127,10107,1,143,9743,0
3022,10149,10356,1,1085,10685,0
3023,0,0,1,1579,11179,0
3024,1103,960,1,1400,1400,0
3025,7131,6679,1,480,1880,0
3026,6305,6282,1,1052,2452,0
3027,6483,7168,1,188,2838,0
3028,6876,7210,1,551,3601,0
3029,6409,6344,1,339,4239,0
3030,6725,7200,1,774,4674,0
3031,6508,7020,1,312,5512,0
3032,7003,6928,1,310,5960,0
3033,5735,5071,1,2,1402,0
3034,6763,7546,1,934,6584,0
3035,8093,8302,1,1732,7382,0
3036,8165,8727,1,780,8380,0
3037,9046,9611,1,1280,8880,0
3038,9209,10323,1,203,9853,0
3039,10407,10717,1,958,10608,0
3040,0,0,1,1735,11385,0
3041,894,892,1,1400,1400,0
3042,6962,6782,1,491,1841,0
3043,6017,5593,1,1005,2355,0
3044,7053,7482,1,346,2796,0
3045,6825,7379,1,1078,3528,0
3046,6471,6586,1,371,4021,0
3047,7029,7117,1,856,4506,0
3048,936,1060,1,161,5011,0
3049,6997,6949,1,674,5524,0
3050,4962,5896,1,52,1402,0
3051,6938,6956,1,1297,6147,0
3052,8346,8163,1,1939,6789,0
3053,8267,9141,1,46,7546,0
3054,9192,9748,1,483,7983,0
3055,9231,10251,1,122,8562,0
3056,10068,10670,1,1002,9442,0
3057,0,0,1,153,9953,0
3058,764,1070,1,1400,1400,0
3059,5781,6417,1,436,1836,0
3060,6039,6181,1,886,2286,0
3061,6436,7102,1,1463,2863,0
3062,7141,6914,1,2391,3791,0
3063,5809,5763,1,2020,4320,0
3064,6277,6567,1,415,4685,0
3065,5882,6128,1,589,5109,0
3066,6999,6399,1,1155,5675,0
3067,5555,5114,1,2,1402,0
3068,7048,6398,1,1639,6159,0
3069,8540,7762,1,2229,6749,0
3070,5495,5113,1,2925,7445,0
3071,9525,8953,1,3518,8038,0
3072,7083,6360,1,4012,8532,0
3073,9809,10393,1,4800,9320,0
3074,0,0,1,5252,9802,0
3075,854,1248,1,1400,1400,0
3076,6518,7030,1,632,2032,0
3077,5879,6493,1,1382,2782,0
3078,7233,6757,1,499,3219,0
3079,6587,7109,1,1528,4248,0
3080,6504,5994,1,2244,4964,0
3081,6845,7347,1,2629,5349,0
3082,6668,6699,1,361,5846,0
3083,6699,6657,1,1123,6608,0
3084,5786,5608,1,2,1402,0
3085,6256,6242,1,154,6989,0
3086,8733,8035,1,825,7660,0
3087,6035,5161,1,407,8307,0
3088,8973,9065,1,1436,9336,0
3089,7238,6683,1,281,9781,0
3090,6417,6675,1,273,10508,0
3091,0,0,1,818,11053,0
3092,12006,11716,0,1400,1400,0
3093,11274,11284,0,95,1795,0
3094,7147,6890,0,505,2205,0
3095,7114,7353,0,1186,2886,0
3096,7336,7622,0,667,3467,0
3097,7352,7231,0,661,4211,0
3098,6967,7467,0,1061,4611,0
3099,7303,7638,0,252,5302,0
3100,11860,11596,0,723,5773,0
3101,6244,6281,0,102,1402,0
3102,7744,7416,0,333,6183,0
3103,8987,8179,0,955,6805,0
3104,11860,11596,0,1436,7286,0
3105,10149,10085,0,466,7616,0
3106,8264,8652,0,521,8321,0
3107,9369,9643,0,1031,8831,0
3108,0,0,0,-682,9018,0
3109,12006,11496,0,1400,1400,0
3110,8157,7835,0,547,1797,0
3111,7279,6820,0,996,2246,0
3112,7217,6976,0,1668,2918,0
3113,6801,7441,0,384,3284,0
3114,7539,6704,0,779,4029,0
3115,7046,7437,0,1206,4456,0
3116,7170,7362,0,324,5074,0
3117,7693,7631,0,320,5470,0
3118,6663,5998,0,152,1402,0
3119,8080,8109,0,266,6166,0
3120,8207,7815,0,295,6595,0
3121,5851,5605,0,1411,7711,0
3122,10167,9195,0,307,8057,0
3123,7445,6982,0,1062,9162,0
3124,6669,5953,0,355,9595,0
3125,0,0,0,320,9970,0
3126,11797,11428,0,1400,1400,0
3127,7524,7209,0,404,1804,0
3128,9570,9048,0,121,2171,0
3129,7186,7621,0,765,2815,0
3130,6886,7345,0,382,3232,0
3131,6047,5885,0,511,3766,0
3132,7127,7293,0,861,4116,0
3133,6670,6703,0,399,4687,0
3134,7583,8308,0,844,5132,0
3135,6686,6770,0,2,1402,0
3136,7541,8320,0,466,5554,0
3137,9311,8754,0,853,5941,0
3138,6237,5389,0,733,6571,0
3139,10510,9964,0,229,6917,0
3140,7550,8363,0,981,7669,0
3141,11451,10500,0,573,8136,0
3142,0,0,0,526,8334,0
3143,11667,11606,0,1400,1400,0
3144,7580,7886,0,494,1794,0
3145,7017,7293,0,963,2263,0
3146,7502,7541,0,1902,3202,0
3147,7065,7791,0,189,3839,0
3148,7154,7253,0,946,4596,0
3149,7300,7854,0,1388,5038,0
3150,7376,6765,0,2643,6293,0
3151,11814,11367,0,223,6873,0
3152,6911,6475,0,102,1402,0
3153,7565,8111,0,870,7520,0
3154,8714,8750,0,1280,7930,0
3155,11979,11592,0,1742,8692,0
3156,10018,10348,0,814,9049,0
3157,7567,8045,0,580,9615,0
3158,11087,9825,0,1150,10185,0
3159,0,0,0,1338,10373,0
3160,561,581,0,500,500,0
3161,6348,8748,0,1449,9149,11
3162,358,542,0,1904,9544,11
3163,1498,10872,0,2843,10543,11
3164,2163,13505,0,242,742,0
3165,6813,7754,0,579,10878,11
3166,5128,9146,0,974,11274,11
3167,4245,9615,0,2188,12488,15
3168,9644,9524,0,1779,13318,15
3169,6985,4750,0,2412,13951,15
3170,12641,12188,0,3022,14561,15
3171,0,0,0,3507,15167,15
3172,3539,13755,0,164,964,0
3173,3536,13705,0,517,1317,0
3174,3661,13654,0,1326,2126,0
3175,629,2364,0,352,2452,0
3176,3786,12988,0,782,2882,0
3177,7555,7720,0,395,3395,0
3178,5808,13415,0,816,3816,0
3179,1090,11458,0,0,500,0
3180,961,3750,0,159,4659,0
3181,6110,6347,0,451,4951,0
3182,8263,8532,0,1154,5654,3
3183,1316,10549,0,2025,6525,7
3184,6629,6591,0,2678,7178,11
3185,12091,2224,0,3064,7564,11
3186,2927,7172,0,86,7786,11
3187,561,361,1,500,500,0
3188,7592,5796,1,1105,8655,8
3189,394,461,1,382,8932,8
3190,394,461,1,628,9178,8
3191,13202,3338,1,132,632,0
3192,3094,7056,1,627,9527,8
3193,6670,6506,1,247,10096,12
3194,4817,9320,1,1031,10881,12
3195,8948,8825,1,95,12045,12
3196,6458,4690,1,436,12386,12
3197,10712,4565,1,1005,12954,12
3198,0,0,1,1182,13132,12
3199,10614,1292,1,244,1044,0
3200,12054,2475,1,1001,1801,0
3201,12009,2298,1,172,2272,0
3202,11238,1424,1,223,3223,0
3203,12936,2215,1,635,3635,0
3204,356,546,1,312,4462,0
3205,13545,3839,1,510,5010,0
3206,13379,2382,1,0,500,0
3207,10429,4880,1,942,5442,4
3208,5793,943,1,409,5659,4
3209,8551,8010,1,1222,6472,4
3210,10185,9522,1,2120,7370,4
3211,2188,2016,1,37,7587,4
3212,6722,7497,1,361,7910,4
3213,9868,2543,1,645,8195,4
3214,351,293,1,500,500,0
3215,3244,2970,1,463,10363,4
3216,6478,3244,1,1688,11587,4
3217,12536,1957,1,98,12097,8
3218,13391,3339,1,67,567,0
3219,2070,7560,1,445,12445,9
3220,3871,3587,1,153,13752,9
3221,4522,10052,1,1154,14754,13
3222,6200,12727,1,246,16066,13
3223,4202,2654,1,492,16312,13
3224,12920,11950,1,1306,17126,13
3225,0,0,1,2564,18564,13
3226,8482,1491,1,122,1322,0
3227,12077,2456,1,939,2139,0
3228,9394,1334,1,122,3022,0
3229,13486,2505,1,394,3594,0
3230,12463,1543,1,747,3948,4
3231,13720,3851,1,2325,5525,4
3232,13427,3655,1,2776,5976,4
3233,13446,2566,1,0,500,0
3234,4986,3113,1,99,6474,4
3235,12014,1784,1,580,6955,4
3236,8414,8397,1,1231,7606,4
3237,10063,9914,1,2757,9132,4
3238,4866,5060,1,249,9349,4
3239,6019,6308,1,37,9637,4
3240,10004,3108,1,456,10056,4
3241,222,471,1,500,500,0
3242,6397,6766,1,1576,13066,14
3243,6612,1231,1,452,13342,14
3244,6621,6901,1,2001,14891,18
3245,7137,6867,1,135,635,0
3246,3132,6964,1,2968,15858,18
3247,791,713,1,467,16876,21
3248,4791,9678,1,1979,18389,21
3249,8809,8991,1,3198,19608,21
3250,6084,4896,1,1384,20324,21
3251,13386,12072,1,3250,22190,21
3252,0,0,1,2777,22727,21
3253,6629,8025,1,682,1182,0
3254,7925,7955,1,1631,2131,0
3255,4632,5030,1,59,2609,0
3256,7891,7317,1,1175,3725,0
3257,4419,10174,1,1668,4218,0
3258,394,461,1,1056,5706,0
3259,13575,3206,1,842,6392,0
3260,6659,7023,1,0,500,0
3261,4859,5727,1,342,6992,0
3262,9680,6181,1,449,7598,0
3263,9467,3423,1,267,7957,4
3264,13907,6936,1,2362,10052,4
3265,6978,6696,1,3200,10889,10
3266,9888,1058,1,3757,11447,10
3267,3491,7336,1,343,11833,10
3268,311,649,1,500,500,0
3269,2561,3397,1,170,11890,4
3270,3085,3451,1,342,12862,4
3271,6459,1656,1,721,13240,4
3272,2386,13061,1,711,1211,0
3273,1410,7405,1,1327,13847,8
3274,5548,1022,1,218,14138,8
3275,7453,1301,1,1119,15039,8
3276,6556,2699,1,1494,15413,8
3277,6908,4258,1,2083,16002,12
3278,932,3755,1,416,16935,16
3279,0,0,1,451,17151,16
3280,3255,13293,1,1289,1789,0
3281,3558,13304,1,1753,2253,0
3282,3705,13615,1,3260,3760,0
3283,394,461,1,198,4098,0
3284,3380,13437,1,1245,5145,0
3285,1668,7457,1,147,6147,0
3286,5780,11623,1,891,6891,4
3287,1024,12056,1,0,500,0
3288,404,505,1,117,7517,4
3289,1651,11310,1,532,7932,4
3290,3514,11506,1,2096,9496,4
3291,1811,11300,1,665,9939,4
3292,1002,5543,1,882,10156,4
3293,1464,11216,1,1537,10812,4
3294,1824,9806,1,2063,11338,4
3295,14486,14511,0,500,500,0
3296,4741,7329,0,857,9980,20
3297,5835,6064,0,331,10779,20
3298,3343,8320,0,777,11225,24
3299,2680,13681,0,210,710,0
3300,6633,7898,0,1701,12149,28
3301,5579,13483,0,692,12785,28
3302,4518,9688,0,1015,13108,32
3303,12980,13522,0,597,13540,32
3304,10194,5007,0,1651,14594,40
3305,13329,12136,0,135,15028,44
3306,0,0,0,-182,15131,44
3307,4390,13663,0,460,960,0
3308,4690,13752,0,776,1276,0
3309,4236,13341,0,1125,1625,0
3310,1155,10734,0,370,1970,0
3311,3909,13298,0,1193,2793,0
3312,5336,13502,0,575,3275,0
3313,12339,13972,0,66,3816,8
3314,4363,13629,0,0,500,0
3315,11534,12595,0,120,4853,8
3316,6899,7179,0,1126,5859,16
3317,5765,12654,0,1594,6327,16
3318,10303,9859,0,518,6751,16
3319,10360,10577,0,249,8122,16
3320,6558,6858,0,1228,9101,16
3321,11913,12995,0,464,9587,16
3322,14486,14291,0,500,500,0
3323,12913,13447,0,830,8930,4
3324,8638,5609,0,1187,9287,4
3325,10081,4489,0,1923,10022,4
3326,2482,13624,0,451,951,0
3327,10605,10157,0,414,10463,12
3328,12215,2651,0,833,10883,12
3329,4026,9570,0,615,11100,12
3330,8933,8680,0,1531,12015,12
3331,8301,5505,0,957,12356,12
3332,9282,9314,0,499,13148,12
3333,0,0,0,601,13251,12
3334,4363,13720,0,701,1201,0
3335,4024,14056,0,1015,1515,0
3336,14340,14391,0,1232,1732,0
3337,1328,10937,0,446,2146,0
3338,3587,13212,0,1013,2713,0
3339,8212,13589,0,80,2930,0
3340,6837,13812,0,497,3347,0
3341,13243,14222,0,0,500,0
3342,5824,12825,0,1909,4759,0
3343,8647,13759,0,125,5275,4
3344,12649,12882,0,239,5824,4
3345,10206,9878,0,242,6242,4
3346,918,10759,0,875,6875,4
3347,2939,12395,0,1501,7501,4
3348,3689,10708,0,2160,8160,4
3349,14277,14223,0,500,500,0
3350,6377,6622,0,820,10003,1
3351,3492,3487,0,698,10880,1
3352,1161,12101,0,1016,11199,1
3353,14097,4427,0,35,535,0
3354,2134,7480,0,2506,12689,1
3355,11008,11367,0,623,12906,1
3356,5202,8795,0,84,13506,1
3357,12048,10136,0,1773,15196,1
3358,6152,4545,0,698,15820,1
3359,13758,13380,0,1039,16161,1
3360,0,0,0,1119,16302,1
3361,12310,2196,0,1258,1758,0
3362,11999,2061,0,791,2541,0
3363,14040,9595,0,308,2758,0
3364,11776,1903,0,1889,4339,0
3365,12474,2701,0,2200,4650,0
3366,13814,8243,0,254,5337,0
3367,13801,4965,0,540,5623,0
3368,13538,4986,0,0,500,0
3369,11753,7305,0,146,5929,0
3370,6960,6781,0,1062,6845,0
3371,3427,6568,0,708,7365,1
3372,11224,1022,0,339,7722,1
3373,5041,6004,0,369,8052,1
3374,9117,5698,0,585,8268,1
3375,8568,4651,0,1094,8777,1
3376,14148,14401,0,500,500,0
3377,7016,13676,0,376,10958,0
3378,6430,6460,0,1034,11617,0
3379,4852,8009,0,92,12075,0
3380,13303,4455,0,35,535,0
3381,8021,8490,0,508,12391,0
3382,3219,6607,0,409,12641,0
3383,6971,12862,0,326,12858,0
3384,6714,13092,0,1300,13833,0
3385,8902,8908,0,176,14563,0
3386,1072,5939,0,1229,15616,0
3387,0,0,0,1644,16477,0
3388,13425,6367,0,155,1480,0
3389,12046,2416,0,662,1987,0
3390,13660,3429,0,592,2492,0
