colPK,pos_x,pos_y,win,currentGold,goldEarned,neutralMinionsKilled
1,561,581,0,500,500,0
2,8382,8130,0,1292,15712,8
3,8766,8650,0,269,16888,8
4,13691,7628,0,476,17596,8
5,12883,3113,0,377,877,0
6,8437,13413,0,1041,18161,8
7,394,461,0,2028,18378,8
8,8724,8328,0,245,18595,8
9,6041,6337,0,461,18811,8
10,4708,9904,0,1303,19653,12
11,7464,7605,0,1019,19869,12
12,471,324,0,41,20491,16
13,5404,9553,0,1016,21466,16
14,9888,10190,0,1651,22101,16
15,8612,8935,0,738,22318,16
16,10513,2463,0,327,1227,0
17,7773,7498,0,1525,23306,16
18,2589,4830,0,1355,23636,16
19,4720,9926,0,1959,24240,16
20,0,0,0,-1030,24370,16
21,12753,1837,0,1566,2466,0
22,13739,4265,0,1436,3936,0
23,13390,3522,0,1915,4415,0
24,1101,704,0,397,5997,0
25,3592,13492,0,849,6849,0
26,6238,13600,0,16,8116,0
27,12536,1805,0,0,500,0
28,5998,5954,0,332,8432,0
29,9866,4164,0,2317,10417,0
30,11007,4781,0,286,10985,4
31,4704,9426,0,1317,12016,8
32,8113,13682,0,2722,13421,8
33,1683,11430,0,3608,14308,8
34,1308,11300,0,105,14525,8
35,561,361,0,500,500,0
36,6576,6444,0,300,7680,0
37,1997,1470,0,232,8411,0
38,10499,8849,0,1092,9272,4
39,13533,3317,0,635,1135,0
40,10090,4699,0,1854,10034,4
41,7621,5953,0,102,10282,8
42,8620,9891,0,444,11024,8
43,7039,5034,0,927,11506,12
44,4735,9827,0,643,12022,12
45,7667,7460,0,350,12329,16
46,979,1278,0,70,12699,20
47,5829,5927,0,551,13181,24
48,10634,11050,0,1175,13805,24
49,10634,11050,0,291,14021,24
50,10448,1396,0,157,1357,0
51,9562,9140,0,815,14895,24
52,454,350,0,1031,15111,24
53,4760,9894,0,398,15328,24
54,0,0,0,-93,15457,24
55,11906,2430,0,130,2030,0
56,13824,4231,0,850,2750,0
57,13193,3274,0,252,3002,0
58,12229,3091,0,255,3225,0
59,11246,1356,0,231,3551,0
60,7919,7729,0,729,4049,0
61,10322,1008,0,0,500,0
62,10614,10106,0,78,4598,0
63,4811,10181,0,497,5017,0
64,5978,6256,0,319,5239,0
65,2150,9819,0,240,5520,0
66,8146,13594,0,990,6270,0
67,2667,12526,0,1637,6917,0
68,2725,6141,0,254,7134,0
69,351,293,0,500,500,0
70,7649,7735,0,1242,10742,12
71,8661,8751,0,2080,11580,12
72,13711,7923,0,2072,11992,16
73,1476,11494,0,1,501,0
74,10012,5024,0,2598,12517,16
75,7454,4922,0,3151,13070,24
76,9742,9396,0,2070,13890,24
77,9221,9145,0,2224,14643,24
78,6198,8980,0,3349,15769,24
79,9753,9292,0,3847,16266,24
80,1784,1346,0,363,16482,24
81,4371,10003,0,891,17011,24
82,9351,9933,0,1407,17527,24
83,3493,3917,0,1343,17963,24
84,394,461,0,38,1188,0
85,9838,9332,0,2031,18651,24
86,9935,9843,0,2363,18983,24
87,394,461,0,2579,19199,24
88,0,0,0,2529,19329,24
89,1262,10929,0,417,1567,0
90,1143,10547,0,698,1848,0
91,4019,13574,0,1252,2402,0
92,920,11170,0,1607,2757,0
93,394,461,0,1009,3009,0
94,7850,7695,0,719,3469,0
95,2525,13452,0,0,500,0
96,394,461,0,1255,4005,0
97,9991,4713,0,864,4464,0
98,394,461,0,454,5504,0
99,3270,8090,0,1074,6574,4
100,8201,13540,0,3470,8970,4
101,10831,13487,0,2138,9638,4
102,4473,9263,0,354,9854,4
103,222,471,0,500,500,0
104,12997,3671,0,742,9025,12
105,13555,9914,0,2066,10348,12
106,13789,10452,0,2358,10640,12
107,7335,7262,0,101,601,0
108,394,461,0,2634,10916,12
109,8006,7660,0,1002,11685,12
110,9653,9571,0,1480,12163,12
111,5680,5303,0,456,12379,12
112,13510,8993,0,1113,13036,16
113,13883,11285,0,1716,13639,20
114,13130,10838,0,333,13856,20
115,6769,9599,0,366,14239,20
116,10261,10473,0,1199,15072,20
117,9953,9773,0,966,15289,20
118,394,461,0,1078,1578,0
119,12684,11208,0,1523,15846,20
120,4360,4654,0,1844,16166,20
121,4704,9584,0,261,16383,20
122,0,0,0,330,16513,20
123,6688,6467,0,456,1856,0
124,7266,7350,0,901,2301,0
125,5817,6252,0,164,2614,0
126,7485,7464,0,573,3023,0
127,6945,6679,0,1053,3503,0
128,7049,7250,0,1606,4056,0
129,6261,6575,0,0,500,0
130,10663,2473,0,277,4460,0
131,4690,10154,0,785,4968,4
132,5962,6266,0,1682,5865,8
133,6115,1159,0,129,6112,8
134,13379,4405,0,1170,7153,8
135,7873,7337,0,865,8048,8
136,9803,4623,0,1296,8479,12
137,311,649,0,500,500,0
138,9290,7434,0,1081,9081,0
139,14005,10430,0,2612,10612,4
140,7204,11158,0,3168,11168,12
141,1280,11566,0,1,501,0
142,12984,12043,0,245,11445,12
143,3781,7388,0,661,11861,20
144,9809,9347,0,1271,12470,20
145,3817,6325,0,359,12879,21
146,4854,9712,0,1063,13582,28
147,10170,9942,0,253,13873,28
148,2149,2751,0,209,14228,28
149,6264,6319,0,982,15001,32
150,9823,9606,0,2019,16038,32
151,3383,3810,0,1798,16417,36
152,1197,7435,0,162,962,0
153,8339,8112,0,3217,17836,40
154,394,461,0,1869,18339,40
155,4715,9982,0,1586,18556,40
156,0,0,0,1536,18686,40
157,1398,10488,0,412,1212,0
158,993,10647,0,830,1630,0
159,4122,13602,0,1059,2609,0
160,1178,10838,0,156,2856,0
161,533,1218,0,405,3105,0
162,8010,7749,0,1181,3881,0
163,2544,13536,0,0,500,0
164,7323,7429,0,101,4401,0
165,9776,4473,0,407,4707,0
166,10604,5261,0,56,5056,0
167,394,461,0,143,5593,0
168,8188,13464,0,1405,6855,0
169,4448,12473,0,2359,7809,0
170,2765,3179,0,26,8026,0
171,14486,14511,1,500,500,0
172,8443,8510,1,23,11247,8
173,13845,10759,1,301,11526,8
174,13861,13542,1,67,11742,8
175,7591,7503,1,101,601,0
176,8700,13418,1,564,12239,8
177,13563,7200,1,1352,13027,12
178,7604,9746,1,2890,14565,12
179,10874,13120,1,1198,15872,16
180,7349,13644,1,670,16514,16
181,13191,11103,1,741,17185,16
182,3804,4437,1,1620,18065,16
183,9122,3972,1,2294,18738,24
184,11150,10999,1,400,19245,24
185,11150,10999,1,966,19811,24
186,8360,8362,1,393,1043,0
187,11409,10629,1,1094,20439,24
188,4951,10169,1,1422,20768,24
189,2431,8265,1,2777,22123,32
190,0,0,1,2229,23354,32
191,7357,7434,1,867,1517,0
192,8234,8232,1,1215,1865,0
193,13935,14178,1,192,2892,0
194,8168,8102,1,529,3304,0
195,7429,7423,1,1144,3919,0
196,9157,9100,1,1884,4659,0
197,8872,8293,1,0,500,0
198,6657,6701,1,664,5389,0
199,13992,13873,1,50,5675,0
200,5699,6327,1,920,6545,0
201,5694,5470,1,347,7871,0
202,13300,7526,1,984,8809,0
203,6676,9472,1,1175,9800,3
204,7354,7714,1,2128,10753,4
205,14486,14291,1,500,500,0
206,10083,10136,1,724,7843,0
207,8601,8678,1,1485,8605,0
208,10927,13311,1,2020,9140,0
209,14360,13842,1,2,502,0
210,8930,13222,1,2739,9859,0
211,8171,8286,1,634,10303,0
212,10071,8129,1,281,10550,0
213,7475,11375,1,279,11148,4
214,8444,12452,1,111,11380,4
215,10738,9839,1,655,11924,4
216,4458,4570,1,1155,12425,4
217,8726,9866,1,986,12756,4
218,10897,10757,1,1203,12973,4
219,11186,5887,1,1151,13421,8
220,11180,1369,1,343,843,0
221,10121,7176,1,1368,13638,8
222,14340,14391,1,1584,13854,8
223,4794,5293,1,922,14792,12
224,0,0,1,822,15432,12
225,13775,4131,1,181,1331,0
226,11976,1743,1,734,1884,0
227,13762,3526,1,582,2132,0
228,14168,13127,1,451,2851,0
229,10374,1234,1,947,3347,0
230,8086,7600,1,1609,4009,0
231,13766,4044,1,0,500,0
232,6775,6842,1,610,4260,0
233,12241,10985,1,92,4512,0
234,14340,14391,1,1317,5737,0
235,3748,10082,1,733,5953,0
236,9762,13607,1,951,6171,0
237,4312,12477,1,1458,6677,0
238,7096,9978,1,2408,7627,0
239,14277,14223,1,500,500,0
240,13554,6602,1,1849,7799,20
241,12256,13123,1,2307,8257,20
242,9608,10110,1,300,8950,20
243,2411,12314,1,101,601,0
244,8646,13372,1,902,9552,20
245,9172,9373,1,945,10095,20
246,9843,9012,1,135,10904,20
247,11301,13239,1,907,11677,20
248,14388,14500,1,1662,12432,20
249,10393,9753,1,1301,12970,20
250,4800,3714,1,1792,13461,20
251,14340,14391,1,1108,13977,28
252,10356,10797,1,1086,14306,28
253,7875,1447,1,2056,15275,28
254,9221,13810,1,268,818,0
255,12266,10217,1,2272,15491,28
256,9919,9909,1,1870,15940,28
257,11298,11108,1,677,17046,28
258,0,0,1,1008,17558,32
259,2385,12502,1,710,1260,0
260,1338,11399,1,1093,1643,0
261,4539,13737,1,1859,2409,0
262,990,10924,1,168,2768,0
263,3519,13699,1,713,3313,0
264,6091,13313,1,319,3719,0
265,3101,13045,1,0,500,0
266,8929,5613,1,674,4074,4
267,10909,4814,1,1361,4761,8
268,9125,11217,1,360,5310,8
269,1148,10803,1,1047,5997,8
270,14134,13928,1,264,6214,8
271,11203,13464,1,604,6553,8
272,11312,6939,1,1106,7056,12
273,14148,14401,1,500,500,0
274,10258,9954,1,836,11236,0
275,13332,11148,1,2690,13090,0
276,11737,9783,1,216,14116,0
277,1931,11962,1,67,567,0
278,9043,13291,1,898,14798,0
279,13579,7500,1,577,15696,0
280,5108,5102,1,2611,17731,0
281,14449,14433,1,219,18439,0
282,11200,12720,1,822,19041,0
283,10562,9812,1,2254,20474,0
284,4001,4615,1,2872,21093,0
285,10916,10151,1,2795,21516,4
286,10321,10655,1,3556,22277,4
287,7708,1512,1,4948,23668,4
288,2682,12539,1,1581,2081,0
289,9985,5509,1,4665,23885,4
290,10938,12747,1,4881,24102,4
291,4880,5126,1,6962,26183,4
292,0,0,1,7311,26711,4
293,2377,12267,1,277,2427,0
294,1770,11417,1,587,2737,0
295,1027,10938,1,215,3265,0
296,1520,11217,1,725,3775,0
297,13905,14118,1,164,5064,0
298,6797,13713,1,1238,6138,0
299,3112,12801,1,0,500,0
300,6866,6601,1,743,6943,0
301,8404,7448,1,495,7195,0
302,6049,6415,1,1050,7750,0
303,9299,11313,1,269,8869,0
304,8028,13582,1,486,9086,0
305,4490,12186,1,1013,9963,0
306,6267,10209,1,1587,10537,0
307,561,581,1,500,500,0
308,0,0,1,1582,11232,0
309,6765,6595,1,101,601,0
310,6150,6464,1,447,947,0
311,6916,6639,1,995,1495,0
312,7565,7400,1,324,1874,0
313,5865,5539,1,355,2255,0
314,7249,6486,1,960,2860,0
315,1647,3312,1,107,3107,0
316,4146,12693,1,992,3992,0
317,6475,6446,1,0,500,0
318,6484,13245,1,1950,4950,0
319,4992,3006,1,66,5866,0
320,10872,11802,1,1226,7026,0
321,2872,12579,1,675,8090,0
322,7668,13891,1,1736,9151,0
323,5438,4913,1,373,9963,0
324,12747,12664,1,1465,11055,0
325,561,361,1,500,500,0
326,0,0,1,596,8896,8
327,10710,1518,1,1,501,0
328,394,461,1,217,717,0
329,10078,1226,1,315,1065,0
330,12425,2527,1,873,1623,0
331,9063,1477,1,189,1839,0
332,394,461,1,532,2182,0
333,13696,4405,1,581,2631,0
334,8528,6531,1,967,3017,0
335,10216,4973,1,0,500,0
336,2416,1353,1,69,3619,0
337,4030,1621,1,31,4631,0
338,10652,11838,1,1785,6385,0
339,535,516,1,513,6963,0
340,10092,9937,1,883,7333,4
341,6380,9281,1,1955,8405,8
342,13157,11861,1,469,8769,8
343,351,293,1,500,500,0
344,0,0,1,215,9250,8
345,1224,544,1,17,952,0
346,11489,1183,1,233,1168,0
347,394,461,1,-136,1384,0
348,13320,2615,1,1129,2699,0
349,11178,1522,1,29,2950,0
350,2935,699,1,-104,3167,0
351,13837,4321,1,333,3604,0
352,7488,791,1,-30,3991,0
353,11350,1661,1,0,500,0
354,10544,4985,1,1052,5072,0
355,3148,7642,1,243,6063,0
356,10623,11842,1,1043,6863,4
357,5133,1551,1,-179,7392,4
358,10383,12435,1,267,7838,8
359,6851,13252,1,1259,8829,8
360,13950,13342,1,302,9122,8
361,222,471,1,500,500,0
362,0,0,1,2911,14661,16
363,1961,12509,1,255,755,0
364,1726,11156,1,567,1067,0
365,1885,13035,1,114,2064,0
366,3047,12725,1,888,2839,0
367,1562,11394,1,1274,3224,0
368,4046,3967,1,108,3508,0
369,8747,8537,1,1039,4439,0
370,10350,7638,1,1316,6016,0
371,3423,12909,1,151,651,0
372,8621,4016,1,238,7388,0
373,11552,6187,1,1216,8365,4
374,12508,9774,1,2798,9948,8
375,13844,7888,1,4105,11255,8
376,12593,11995,1,1734,12384,8
377,9942,4319,1,975,12725,8
378,12961,13727,1,2643,14393,16
379,311,649,1,500,500,0
380,0,0,1,943,10876,24
381,1298,9353,1,22,1122,0
382,1634,10365,1,400,1500,0
383,708,2084,1,304,2504,0
384,2980,12907,1,1147,3348,0
385,8532,8273,1,1462,3662,0
386,1511,11180,1,796,4446,0
387,8881,8344,1,1151,4801,4
388,6634,6265,1,140,5590,4
389,7221,12506,1,670,1120,0
390,9737,4099,1,549,5999,8
391,7722,3772,1,619,6469,12
392,10700,11784,1,2421,8271,16
393,3151,7418,1,438,8921,20
394,8321,13771,1,830,9313,24
395,363,748,1,646,9879,24
396,13971,14081,1,699,10632,24
397,14486,14511,0,500,500,0
398,0,0,0,606,9806,0
399,7544,7322,0,602,1102,0
400,7232,6960,0,1017,1517,0
401,7423,7123,0,1461,1961,0
402,8221,7806,0,279,2479,0
403,8938,9062,0,1860,4060,0
404,7641,7421,0,597,4772,0
405,14202,14075,0,491,5591,0
406,6842,6976,0,122,6021,0
407,6724,10106,0,0,500,0
408,10062,4635,0,770,6670,0
409,7883,7633,0,453,7053,0
410,8588,5928,0,302,7402,0
411,12082,8727,0,760,7860,0
412,11163,11575,0,278,8378,0
413,12317,11726,0,1334,9434,0
414,11557,10599,0,524,9724,0
415,14486,14291,0,500,500,0
416,0,0,0,1053,8153,8
417,4132,13096,0,266,766,0
418,1613,11594,0,717,1217,0
419,3318,13413,0,1034,1534,0
420,3738,13813,0,1643,2143,0
421,2230,12476,0,421,2621,0
422,1177,11107,0,76,3451,0
423,2577,11658,0,457,3832,0
424,8418,6573,0,1297,4672,4
425,6218,12600,0,132,632,0
426,10167,13931,0,294,5394,4
427,7774,11858,0,1019,6119,8
428,10346,10240,0,36,6336,8
429,14362,14258,0,252,6552,8
430,7976,14036,0,535,6835,8
431,10076,13474,0,212,7312,8
432,13848,14174,0,501,7601,8
433,14277,14223,0,500,500,0
434,0,0,0,727,7727,0
435,2729,12821,0,71,1021,0
436,1783,11300,0,570,1520,0
437,3258,13288,0,171,1771,0
438,6084,13503,0,420,2020,0
439,2497,11744,0,830,2430,0
440,2373,13379,0,1475,3075,0
441,9031,9408,0,391,3291,0
442,10478,7732,0,1011,3911,0
443,4548,13712,0,451,951,0
444,6509,13240,0,391,4191,0
445,8033,7303,0,740,4540,0
446,10278,9975,0,1063,4863,0
447,13252,8887,0,666,5341,0
448,7472,14106,0,1857,6532,0
449,14340,14391,0,559,7259,0
450,12251,9677,0,645,7645,0
451,14148,14401,0,500,500,0
452,0,0,0,944,10044,8
453,12613,1919,0,602,1102,0
454,11776,1478,0,1014,1514,0
455,11269,1245,0,1490,1990,0
456,14280,13638,0,274,2374,0
457,11702,1255,0,852,2952,0
458,9573,5564,0,2479,4579,4
459,13761,7606,0,296,4796,4
460,7424,7635,0,1166,5666,4
461,13357,2545,0,0,500,0
462,10299,4648,0,559,6259,4
463,13646,8925,0,446,6946,4
464,14239,14327,0,459,7459,4
465,13760,7372,0,39,7939,4
466,12900,12622,0,286,8186,4
467,8083,13568,0,332,8631,4
468,14324,14331,0,147,9247,8
469,561,581,1,500,500,0
470,7610,7495,1,1291,12681,0
471,4321,12334,1,1026,12966,0
472,5741,1554,1,285,13625,0
473,3155,12850,1,95,595,0
474,13082,3238,1,810,14150,0
475,5324,12956,1,1476,15615,0
476,6468,950,1,117,16056,0
477,13508,8046,1,1559,17499,0
478,1239,6196,1,2105,18545,0
479,11417,11339,1,4177,20616,0
480,1122,801,1,4265,21205,4
481,6068,12628,1,5012,21952,4
482,8600,10312,1,6974,22954,4
483,0,0,1,1838,23201,4
484,422,536,1,3,1353,0
485,2414,11864,1,918,2268,0
486,3222,13316,1,1964,3314,0
487,4097,11608,1,456,3656,0
488,4871,9950,1,960,4160,0
489,1023,1446,1,228,5678,0
490,13142,3382,1,1110,6560,0
491,1718,13015,1,0,500,0
492,13435,2401,1,1724,7174,0
493,13477,2558,1,2211,7661,0
494,13013,1997,1,3160,8610,0
495,11826,5359,1,4720,10169,0
496,7560,1682,1,417,10416,0
497,7614,13424,1,1221,11221,0
498,5568,9027,1,172,11562,0
499,561,361,1,500,500,0
500,13673,5999,1,320,11470,20
501,13875,5655,1,639,11789,20
502,3813,3677,1,1326,12476,20
503,3249,13286,1,104,604,0
504,5133,4690,1,1996,13146,20
505,6363,4931,1,45,13595,20
506,6544,4571,1,828,14378,20
507,4785,7249,1,1704,15254,23
508,4138,10316,1,606,15656,23
509,4741,13577,1,1210,16610,23
510,8408,3688,1,2462,17862,27
511,8269,3568,1,2679,18079,27
512,13461,4055,1,3824,19223,27
513,0,0,1,4286,19686,27
514,1397,5793,1,97,947,0
515,2182,12082,1,723,1573,0
516,2661,13629,1,1442,2292,0
517,4109,13259,1,344,2644,0
518,4832,9935,1,920,3220,0
519,7788,4094,1,233,4308,4
520,9023,7562,1,869,4944,8
521,2500,13521,1,0,500,0
522,6425,13717,1,719,5769,8
523,5373,4883,1,273,6523,8
524,7025,3818,1,1064,7314,12
525,12460,5096,1,113,7963,12
526,1300,9125,1,960,8809,16
527,8083,13587,1,2038,9888,16
528,4814,10012,1,3265,11115,20
529,351,293,1,500,500,0
530,7650,7768,1,1752,9302,12
531,2035,1855,1,98,9598,12
532,6280,4388,1,559,10059,12
533,12615,2631,1,32,532,0
534,5744,3872,1,297,10547,12
535,3752,13066,1,1295,11544,14
536,394,461,1,497,12497,18
537,3339,7257,1,810,13100,18
538,1804,7539,1,1782,14072,18
539,8953,1670,1,2657,14947,22
540,6080,3911,1,223,15163,22
541,6198,6295,1,910,15849,26
542,11323,12812,1,2146,17086,26
543,0,0,1,3417,18417,26
544,7233,1254,1,154,1304,0
545,13117,3587,1,470,1620,0
546,12875,3294,1,878,2028,0
547,1153,476,1,1131,2781,0
548,11428,4906,1,512,3262,0
549,13016,3168,1,1396,4146,0
550,10682,3195,1,1953,4703,0
551,7114,3131,1,0,500,0
552,6195,10393,1,394,4919,0
553,10838,4519,1,622,5671,0
554,6609,4820,1,1649,6699,4
555,9370,2385,1,236,7036,8
556,12768,5342,1,380,7930,8
557,11723,2374,1,767,8317,8
558,5505,7820,1,1280,8830,8
559,222,471,1,500,500,0
560,7855,9746,1,2773,9857,8
561,7132,2614,1,563,10227,12
562,8469,4941,1,1604,11268,16
563,12009,2967,1,101,601,0
564,2107,1975,1,341,11955,16
565,11165,3307,1,1187,12801,24
566,8094,843,1,1860,13473,24
567,4821,8323,1,3254,14868,24
568,4758,10038,1,296,15280,24
569,8977,2341,1,1629,16613,24
570,4023,1700,1,245,16829,24
571,4341,7139,1,1354,17938,32
572,11702,12878,1,3226,19810,32
573,0,0,1,3857,20707,32
574,10591,1650,1,429,929,0
575,13412,3387,1,747,1247,0
576,13366,3887,1,1316,1816,0
577,12990,3643,1,2117,2617,0
578,12039,3593,1,1074,3062,0
579,2664,752,1,771,3629,0
580,8524,7608,1,1178,4036,0
581,7220,2643,1,0,500,0
582,3308,1462,1,284,4542,0
583,10862,4575,1,1033,5291,0
584,394,461,1,742,6249,0
585,13181,5139,1,553,6836,0
586,8707,1290,1,399,7082,0
587,13682,3004,1,493,7577,0
588,5787,8882,1,946,8030,4
589,311,649,1,500,500,0
590,6942,7470,1,647,10047,4
591,7579,4973,1,1128,10527,4
592,3908,3803,1,490,10989,4
593,7913,7834,1,197,697,0
594,10711,2394,1,706,11205,4
595,6553,12578,1,1351,11850,4
596,6074,10852,1,354,12104,4
597,4795,7762,1,522,12322,4
598,4840,9903,1,174,12724,4
599,11204,11668,1,777,13327,4
600,7526,4746,1,1044,13594,4
601,683,644,1,1260,13810,4
602,11278,13055,1,1938,14487,4
603,0,0,1,2468,15018,4
604,7803,7728,1,676,1176,0
605,2539,2329,1,161,1461,0
606,7131,7508,1,666,1966,0
607,7662,7943,1,252,2252,0
608,5670,8630,1,663,2663,0
609,2388,2200,1,42,3592,4
610,8041,7212,1,295,3845,4
611,6581,7211,1,0,500,0
612,5496,5878,1,1619,5169,4
613,10510,4785,1,646,5621,4
614,6212,5746,1,2192,7167,4
615,13883,5827,1,1031,8181,4
616,4803,4771,1,74,8524,4
617,9219,5457,1,879,9329,4
618,3540,7272,1,270,9670,4
619,14486,14511,0,500,500,0
620,14125,10438,0,660,8460,0
621,10676,1103,0,1431,9231,0
622,8610,4962,0,2478,10278,0
623,9899,4301,0,1,501,0
624,14247,12590,0,338,10678,0
625,13071,4505,0,1327,11666,0
626,8082,1036,0,1718,12057,4
627,8104,2181,0,303,12393,4
628,1333,5907,0,1338,13428,4
629,5701,5947,0,1340,13800,4
630,4382,13582,0,2129,14589,4
631,9863,3156,0,550,14910,4
632,12951,10842,0,1280,15640,4
633,0,0,0,-641,15769,4
634,13301,3649,0,397,947,0
635,13788,4180,0,941,1491,0
636,13559,4101,0,1415,1965,0
637,14174,12781,0,280,2930,0
638,13288,3721,0,628,3278,0
639,13893,10365,0,127,3977,0
640,13405,3603,0,740,4590,0
641,9802,4101,0,0,500,0
642,13636,4209,0,1226,5076,0
643,13601,3513,0,1752,5602,0
644,13500,3924,0,138,6187,0
645,14072,4308,0,645,6695,0
646,12712,3229,0,131,7031,0
647,8898,5682,0,759,7659,0
648,5440,8946,0,1343,8243,0
649,14486,14291,0,500,500,0
650,8463,13578,0,334,10599,72
651,10104,5134,0,1300,11565,76
652,8570,5180,0,1450,12565,76
653,9784,4623,0,108,608,4
654,10910,7672,0,2306,13421,84
655,4572,13291,0,1282,14136,91
656,2382,12737,0,1513,14802,91
657,4751,10498,0,2048,15338,95
658,10088,4622,0,339,16794,103
659,6522,1171,0,1610,18065,103
660,8616,3990,0,1593,18548,107
661,8212,10284,0,2478,19433,111
662,8657,10379,0,2878,19833,111
663,0,0,0,-1265,19930,111
664,9635,13207,0,53,988,8
665,3543,8041,0,454,1389,16
666,2524,12323,0,1711,2646,28
667,11481,6518,0,405,3180,28
668,11662,7227,0,853,3628,40
669,10090,9031,0,1421,4196,44
670,10122,5137,0,2088,4863,44
671,11138,6948,0,0,500,0
672,7928,9693,0,515,5340,52
673,9654,4268,0,163,6237,52
674,9437,1025,0,181,6556,56
675,12238,5022,0,940,7315,60
676,13728,5584,0,212,8327,60
677,9405,5382,0,1319,9434,60
678,4855,9952,0,1982,10097,72
679,14277,14223,0,500,500,0
680,8848,12854,0,244,8844,8
681,9016,6176,0,768,9368,16
682,3828,3862,0,1200,10700,16
683,9949,4577,0,1,501,0
684,8119,6872,0,511,10986,16
685,3585,13268,0,1276,11751,20
686,14340,14391,0,798,11968,20
687,4983,10212,0,386,12277,24
688,10458,5042,0,1898,13788,32
689,7886,7458,0,239,14229,36
690,8649,4207,0,799,14789,36
691,7473,7760,0,1058,15548,36
692,14373,14465,0,144,15834,36
693,0,0,0,-266,15969,36
694,13384,14224,0,31,881,0
695,2335,11884,0,444,1294,0
696,2025,11949,0,1017,2167,0
697,11996,9273,0,158,2733,0
698,4797,10132,0,504,3079,0
699,6911,13747,0,349,3359,0
700,8903,7652,0,899,3909,0
701,9949,4577,0,0,500,0
702,6876,13622,0,163,4463,0
703,10996,4453,0,694,5294,0
704,9334,8866,0,614,5713,0
705,14062,4314,0,1477,6576,4
706,7937,9708,0,589,7288,4
707,9410,5457,0,1379,8078,8
708,5525,8947,0,1927,8627,8
709,14148,14401,0,500,500,0
710,8434,10008,0,513,8913,4
711,10732,1128,0,1009,9409,4
712,10411,2549,0,122,10222,4
713,9704,4326,0,1,501,0
714,8277,6561,0,408,10508,4
715,3817,13152,0,1402,11502,4
716,8172,914,0,1730,11830,4
717,14340,14391,0,1049,12049,4
718,12826,5023,0,676,12976,4
719,8761,2235,0,2266,14566,4
720,12479,7637,0,1682,14782,4
721,6774,6858,0,427,15377,4
722,12575,10463,0,925,15875,4
723,0,0,0,52,15972,4
724,8653,7956,0,417,917,0
725,6563,6637,0,1308,1808,0
726,8184,7594,0,1783,2283,0
727,10859,5166,0,2879,3379,0
728,4665,9915,0,3273,3773,4
729,7769,7594,0,490,3990,4
730,8703,8044,0,769,4269,4
731,9704,4291,0,0,500,0
732,7223,7205,0,365,5165,4
733,9242,5840,0,1196,5996,4
734,14340,14391,0,913,6213,4
735,13392,4871,0,518,6618,4
736,7555,8097,0,1069,7169,4
737,9315,5623,0,1631,7731,4
738,4724,9792,0,2147,8247,4
739,311,649,1,500,500,0
740,9751,2395,1,2119,9154,0
741,6518,6693,1,154,9654,0
742,13761,12797,1,1135,10635,0
743,2499,12937,1,601,1101,0
744,0,0,1,1424,10924,0
745,2946,12295,1,249,1599,0
746,2972,12030,1,785,2135,0
747,1064,10906,1,166,2351,0
748,2132,12446,1,644,2829,0
749,1376,11332,1,326,3176,0
750,2295,11963,1,771,3621,0
751,357,544,1,58,4093,0
752,1063,10059,1,0,500,0
753,2270,11698,1,475,4510,0
754,1091,8739,1,452,4887,0
755,1269,10268,1,1259,5694,0
756,6509,14024,1,2137,6572,0
757,5400,12412,1,347,6947,0
758,7691,8825,1,383,7418,0
759,10976,10406,1,1399,8434,0
760,561,361,1,500,500,0
761,10130,9872,1,1771,8911,2
762,3772,9874,1,856,9301,2
763,13731,12675,1,1308,9752,2
764,1896,12531,1,291,791,0
765,0,0,1,1324,10074,2
766,2666,12496,1,516,1616,0
767,2390,12326,1,1316,2416,0
768,679,2779,1,33,2733,0
769,1674,11601,1,350,3050,0
770,394,461,1,632,3332,0
771,2059,12123,1,912,3612,0
772,3257,12945,1,1805,4505,0
773,1406,10159,1,0,500,0
774,3477,10099,1,188,4788,0
775,3211,7767,1,265,5165,0
776,1355,9509,1,1174,6074,0
777,6415,13509,1,1785,6685,0
778,5457,12992,1,93,7233,0
779,7622,8699,1,789,7929,0
780,11025,10700,1,1410,8550,0
781,351,293,1,500,500,0
782,11589,1985,1,2231,8331,8
783,3685,9719,1,220,8670,8
784,14060,12548,1,1134,9584,8
785,6717,6898,1,97,597,0
786,0,0,1,299,9849,8
787,6462,6813,1,531,1031,0
788,6560,6900,1,497,1347,0
789,5643,6200,1,883,1733,0
790,7385,7538,1,517,2117,0
791,5328,4814,1,391,2841,0
792,6526,6418,1,739,3189,0
793,394,461,1,258,4008,0
794,12459,2215,1,0,500,0
795,742,1044,1,248,4298,0
796,6414,6467,1,400,4750,0
797,5876,7428,1,1168,5518,0
798,9329,9067,1,2027,6377,0
799,5793,10989,1,2598,6948,4
800,7398,7795,1,1104,7204,4
801,11200,10913,1,1783,7883,4
802,222,471,1,500,500,0
803,11574,2088,1,591,12431,4
804,4811,8048,1,1370,13210,8
805,13730,12568,1,2479,14319,12
806,13327,4015,1,98,598,0
807,0,0,1,2601,14661,12
808,11255,1172,1,643,1143,0
809,394,461,1,1927,2427,0
810,13230,2792,1,972,3407,0
811,11858,1816,1,246,3821,0
812,13618,3606,1,784,4359,0
813,13590,4204,1,2151,5726,0
814,13441,3444,1,2703,6278,0
815,13493,2613,1,0,500,0
816,11453,1684,1,486,6561,0
817,6901,8102,1,2054,8129,0
